algorithm,input_size,case_type,trial_id,probes,time_taken,memory_used,found,load_factor,collision_count
interpolation_search,1680,best_case,1,4,0.00043310000182827935,60536,True,,
exponential_search,1680,best_case,1,18,0.0005357000009098556,60536,True,,
fibonacci_search,1680,best_case,1,13,0.00042630000098142773,60536,True,,
hashing_search,1680,best_case,1,2,0.0018564999991212972,60536,True,2.0,948
linear_search,1680,best_case,2,237,0.000167199999850709,60536,True,,
binary_search,1680,best_case,2,10,0.00047500000073341653,60536,True,,
interpolation_search,1680,best_case,2,3,0.0004852999991271645,60536,True,,
exponential_search,1680,best_case,2,18,0.0005550000023504253,60536,True,,
fibonacci_search,1680,best_case,2,13,0.000509600002260413,60536,True,,
hashing_search,1680,best_case,2,2,0.002987099996971665,60536,True,2.0,944
linear_search,1680,best_case,3,185,8.469999738736078e-05,60536,True,,
binary_search,1680,best_case,3,10,0.000411000000895001,60536,True,,
interpolation_search,1680,best_case,3,3,0.0004923999986203853,60536,True,,
exponential_search,1680,best_case,3,18,0.00040839999928721227,60536,True,,
fibonacci_search,1680,best_case,3,13,0.0007336999988183379,60536,True,,
hashing_search,1680,best_case,3,2,0.0028734000006807037,60536,True,2.0,961
linear_search,1680,best_case,4,1114,0.000434600002336083,60536,True,,
binary_search,1680,best_case,4,10,0.0004377000004751608,60536,True,,
interpolation_search,1680,best_case,4,4,0.001315900000918191,60536,True,,
exponential_search,1680,best_case,4,18,0.00042469999971217476,60536,True,,
fibonacci_search,1680,best_case,4,13,0.000525699997524498,60536,True,,
hashing_search,1680,best_case,4,2,0.0021325000016076956,60536,True,2.0,951
linear_search,1680,best_case,5,707,0.00028029999884893186,60536,True,,
binary_search,1680,best_case,5,10,0.0005486000009113923,60536,True,,
interpolation_search,1680,best_case,5,2,0.0004645000008167699,60536,True,,
exponential_search,1680,best_case,5,18,0.00043799999912153,60536,True,,
fibonacci_search,1680,best_case,5,13,0.0004731999979412649,60536,True,,
hashing_search,1680,best_case,5,1,0.0019136000009893905,60536,True,2.0,951
linear_search,1690,best_case,1,554,0.0001860999982454814,60896,True,,
binary_search,1690,best_case,1,10,0.0004226000019116327,60896,True,,
interpolation_search,1690,best_case,1,4,0.0008784000019659288,60896,True,,
exponential_search,1690,best_case,1,21,0.00043430000005173497,60896,True,,
fibonacci_search,1690,best_case,1,9,0.00041929999861167744,60896,True,,
hashing_search,1690,best_case,1,2,0.0027086000009148847,60896,True,2.0,973
linear_search,1690,best_case,2,259,0.00011190000077476725,60896,True,,
binary_search,1690,best_case,2,10,0.00045360000149230473,60896,True,,
interpolation_search,1690,best_case,2,3,0.00045590000081574544,60896,True,,
exponential_search,1690,best_case,2,21,0.0005923000026086811,60896,True,,
fibonacci_search,1690,best_case,2,9,0.0004340999985288363,60896,True,,
hashing_search,1690,best_case,2,1,0.0017784000010578893,60896,True,2.0,959
linear_search,1690,best_case,3,1026,0.00043090000326628797,60896,True,,
binary_search,1690,best_case,3,10,0.0005196000020077918,60896,True,,
interpolation_search,1690,best_case,3,2,0.0005600999975285958,60896,True,,
exponential_search,1690,best_case,3,21,0.0006155000010039657,60896,True,,
fibonacci_search,1690,best_case,3,9,0.0006237000015971716,60896,True,,
hashing_search,1690,best_case,3,2,0.003007600000273669,60896,True,2.0,963
linear_search,1690,best_case,4,418,0.00014150000060908496,60896,True,,
binary_search,1690,best_case,4,10,0.00042190000021946616,60896,True,,
interpolation_search,1690,best_case,4,2,0.0005201999993005302,60896,True,,
exponential_search,1690,best_case,4,21,0.0005113000006531365,60896,True,,
fibonacci_search,1690,best_case,4,9,0.0005122000002302229,60896,True,,
hashing_search,1690,best_case,4,1,0.0033894999978656415,60896,True,2.0,946
linear_search,1690,best_case,5,877,0.00044490000072983094,60896,True,,
binary_search,1690,best_case,5,10,0.0005377000015869271,60896,True,,
interpolation_search,1690,best_case,5,6,0.0006111999973654747,60896,True,,
exponential_search,1690,best_case,5,21,0.00043730000106734224,60896,True,,
fibonacci_search,1690,best_case,5,9,0.0005965999989712145,60896,True,,
hashing_search,1690,best_case,5,3,0.0026336000009905547,60896,True,2.0,951
linear_search,1700,best_case,1,192,9.520000094198622e-05,61256,True,,
binary_search,1700,best_case,1,10,0.0004949999965901952,61256,True,,
interpolation_search,1700,best_case,1,2,0.0005815000004076865,61256,True,,
exponential_search,1700,best_case,1,20,0.0005233999982010573,61256,True,,
fibonacci_search,1700,best_case,1,8,0.00048770000285003334,61256,True,,
hashing_search,1700,best_case,1,1,0.0019320999999763444,61256,True,2.0,963
linear_search,1700,best_case,2,291,9.820000195759349e-05,61256,True,,
binary_search,1700,best_case,2,10,0.00042190000021946616,61256,True,,
interpolation_search,1700,best_case,2,2,0.0005474999998114072,61256,True,,
exponential_search,1700,best_case,2,20,0.0004952999988745432,61256,True,,
fibonacci_search,1700,best_case,2,8,0.00041110000165645033,61256,True,,
hashing_search,1700,best_case,2,1,0.0019426999970164616,61256,True,2.0,968
linear_search,1700,best_case,3,1159,0.0004977999997208826,61256,True,,
binary_search,1700,best_case,3,10,0.0006596999992325436,61256,True,,
interpolation_search,1700,best_case,3,3,0.0005136999971000478,61256,True,,
exponential_search,1700,best_case,3,20,0.00047309999717981555,61256,True,,
fibonacci_search,1700,best_case,3,8,0.00043619999996735714,61256,True,,
hashing_search,1700,best_case,3,1,0.0017934000024979468,61256,True,2.0,966
linear_search,1700,best_case,4,1246,0.0004661999992094934,61256,True,,
binary_search,1700,best_case,4,10,0.0004350000017439015,61256,True,,
interpolation_search,1700,best_case,4,3,0.0004350000017439015,61256,True,,
exponential_search,1700,best_case,4,20,0.00044070000149076805,61256,True,,
fibonacci_search,1700,best_case,4,8,0.00058319999880041,61256,True,,
hashing_search,1700,best_case,4,1,0.0032047999993665144,61256,True,2.0,961
linear_search,1700,best_case,5,1564,0.0005258000019239262,61256,True,,
binary_search,1700,best_case,5,10,0.0004293999991205055,61256,True,,
interpolation_search,1700,best_case,5,4,0.0004659000005631242,61256,True,,
exponential_search,1700,best_case,5,20,0.00044550000166054815,61256,True,,
fibonacci_search,1700,best_case,5,8,0.0004455999987840187,61256,True,,
hashing_search,1700,best_case,5,4,0.001818600001570303,61256,True,2.0,953
linear_search,1710,best_case,1,189,7.189999814727344e-05,61616,True,,
binary_search,1710,best_case,1,10,0.0006995000003371388,61616,True,,
interpolation_search,1710,best_case,1,4,0.0005979000015940983,61616,True,,
exponential_search,1710,best_case,1,21,0.0006230999970284756,61616,True,,
fibonacci_search,1710,best_case,1,9,0.0005096999993838836,61616,True,,
hashing_search,1710,best_case,1,1,0.002275500002724584,61616,True,2.0,954
linear_search,1710,best_case,2,682,0.0002300000014656689,61616,True,,
binary_search,1710,best_case,2,10,0.00043510000250535086,61616,True,,
interpolation_search,1710,best_case,2,3,0.00043390000064391643,61616,True,,
exponential_search,1710,best_case,2,21,0.000432699998782482,61616,True,,
fibonacci_search,1710,best_case,2,9,0.00048270000115735456,61616,True,,
hashing_search,1710,best_case,2,1,0.001946299998962786,61616,True,2.0,963
linear_search,1710,best_case,3,423,0.00016709999908925965,61616,True,,
binary_search,1710,best_case,3,10,0.00044070000149076805,61616,True,,
interpolation_search,1710,best_case,3,3,0.00043340000047464855,61616,True,,
exponential_search,1710,best_case,3,21,0.0004486999969230965,61616,True,,
fibonacci_search,1710,best_case,3,9,0.00044690000140690245,61616,True,,
hashing_search,1710,best_case,3,2,0.0018274000030942261,61616,True,2.0,958
linear_search,1710,best_case,4,1267,0.0004208999998809304,61616,True,,
binary_search,1710,best_case,4,10,0.0005999000022711698,61616,True,,
interpolation_search,1710,best_case,4,2,0.0009171999990940094,61616,True,,
exponential_search,1710,best_case,4,21,0.0005578999989666045,61616,True,,
fibonacci_search,1710,best_case,4,9,0.0005750999989686534,61616,True,,
hashing_search,1710,best_case,4,4,0.0020843000020249747,61616,True,2.0,968
linear_search,1710,best_case,5,615,0.00022870000248076394,61616,True,,
binary_search,1710,best_case,5,10,0.0005999000022711698,61616,True,,
interpolation_search,1710,best_case,5,3,0.0005142000009072945,61616,True,,
exponential_search,1710,best_case,5,21,0.00043880000157514587,61616,True,,
fibonacci_search,1710,best_case,5,9,0.0004765999983646907,61616,True,,
hashing_search,1710,best_case,5,2,0.002118299998983275,61616,True,2.0,981
linear_search,1720,best_case,1,1067,0.00051059999896097,61976,True,,
binary_search,1720,best_case,1,10,0.0006117000011727214,61976,True,,
interpolation_search,1720,best_case,1,2,0.0005352999978640582,61976,True,,
exponential_search,1720,best_case,1,19,0.00047110000014072284,61976,True,,
fibonacci_search,1720,best_case,1,11,0.0005791000003227964,61976,True,,
hashing_search,1720,best_case,1,1,0.002690900000743568,61976,True,2.0,972
linear_search,1720,best_case,2,809,0.00039569999717059545,61976,True,,
binary_search,1720,best_case,2,10,0.000565500002267072,61976,True,,
interpolation_search,1720,best_case,2,4,0.0007009000000834931,61976,True,,
exponential_search,1720,best_case,2,19,0.0005737999999837484,61976,True,,
fibonacci_search,1720,best_case,2,11,0.0005913000022701453,61976,True,,
hashing_search,1720,best_case,2,2,0.002698799999052426,61976,True,2.0,965
linear_search,1720,best_case,3,1345,0.0006278000000747852,61976,True,,
binary_search,1720,best_case,3,10,0.0005959000009170268,61976,True,,
interpolation_search,1720,best_case,3,4,0.00054929999896558,61976,True,,
exponential_search,1720,best_case,3,19,0.00044239999988349155,61976,True,,
fibonacci_search,1720,best_case,3,11,0.0004349000009824522,61976,True,,
hashing_search,1720,best_case,3,1,0.0019906999987142626,61976,True,2.0,978
linear_search,1720,best_case,4,1568,0.0006219000024429988,61976,True,,
binary_search,1720,best_case,4,10,0.0007913000008556992,61976,True,,
interpolation_search,1720,best_case,4,3,0.0004905999994662125,61976,True,,
exponential_search,1720,best_case,4,19,0.000510900001245318,61976,True,,
fibonacci_search,1720,best_case,4,11,0.0005048000020906329,61976,True,,
hashing_search,1720,best_case,4,1,0.002405499999440508,61976,True,2.0,973
linear_search,1720,best_case,5,1159,0.0005371000006562099,61976,True,,
binary_search,1720,best_case,5,10,0.0005472999982885085,61976,True,,
interpolation_search,1720,best_case,5,3,0.000815100000181701,61976,True,,
exponential_search,1720,best_case,5,19,0.0005485999972734135,61976,True,,
fibonacci_search,1720,best_case,5,11,0.0005048999992141034,61976,True,,
hashing_search,1720,best_case,5,2,0.002530100002331892,61976,True,2.0,982
linear_search,1730,best_case,1,294,9.920000229612924e-05,62336,True,,
binary_search,1730,best_case,1,10,0.0004275999999663327,62336,True,,
interpolation_search,1730,best_case,1,2,0.0005755000020144507,62336,True,,
exponential_search,1730,best_case,1,21,0.0005553000009967946,62336,True,,
fibonacci_search,1730,best_case,1,10,0.00045220000174595043,62336,True,,
hashing_search,1730,best_case,1,1,0.0018732999997155275,62336,True,2.0,977
linear_search,1730,best_case,2,853,0.0003333999993628822,62336,True,,
binary_search,1730,best_case,2,10,0.0005192000025999732,62336,True,,
interpolation_search,1730,best_case,2,5,0.0004671000024245586,62336,True,,
exponential_search,1730,best_case,2,21,0.0005118000008224044,62336,True,,
fibonacci_search,1730,best_case,2,10,0.0005844000006618444,62336,True,,
hashing_search,1730,best_case,2,2,0.0019158000031893607,62336,True,2.0,988
linear_search,1730,best_case,3,1728,0.0007967000019561965,62336,True,,
binary_search,1730,best_case,3,10,0.0005027000006521121,62336,True,,
interpolation_search,1730,best_case,3,3,0.00045279999903868884,62336,True,,
exponential_search,1730,best_case,3,21,0.000425300000642892,62336,True,,
fibonacci_search,1730,best_case,3,10,0.0004065000030095689,62336,True,,
hashing_search,1730,best_case,3,6,0.0019112000009045005,62336,True,2.0,970
linear_search,1730,best_case,4,140,7.650000043213367e-05,62336,True,,
binary_search,1730,best_case,4,10,0.0004961999984516297,62336,True,,
interpolation_search,1730,best_case,4,3,0.00048489999971934594,62336,True,,
exponential_search,1730,best_case,4,21,0.0004437000025063753,62336,True,,
fibonacci_search,1730,best_case,4,10,0.0004474000015761703,62336,True,,
hashing_search,1730,best_case,4,1,0.0021687000007659663,62336,True,2.0,981
linear_search,1730,best_case,5,449,0.00015390000044135377,62336,True,,
binary_search,1730,best_case,5,10,0.0004521000009845011,62336,True,,
interpolation_search,1730,best_case,5,5,0.0005261999976937659,62336,True,,
exponential_search,1730,best_case,5,20,0.0006020000000717118,62336,True,,
fibonacci_search,1730,best_case,5,10,0.0006227000012586359,62336,True,,
hashing_search,1730,best_case,5,2,0.00228390000120271,62336,True,2.0,977
linear_search,1740,best_case,1,157,6.049999865354039e-05,62696,True,,
binary_search,1740,best_case,1,10,0.00043730000106734224,62696,True,,
interpolation_search,1740,best_case,1,3,0.00044999999954598024,62696,True,,
exponential_search,1740,best_case,1,20,0.00045230000250739977,62696,True,,
fibonacci_search,1740,best_case,1,12,0.0004374999989522621,62696,True,,
hashing_search,1740,best_case,1,1,0.0018706000009842683,62696,True,2.0,981
linear_search,1740,best_case,2,432,0.00016820000018924475,62696,True,,
binary_search,1740,best_case,2,10,0.000663800001348136,62696,True,,
interpolation_search,1740,best_case,2,3,0.0005220999992161524,62696,True,,
exponential_search,1740,best_case,2,20,0.0006091999966884032,62696,True,,
fibonacci_search,1740,best_case,2,12,0.0005390000005718321,62696,True,,
hashing_search,1740,best_case,2,1,0.0020028999970236327,62696,True,2.0,990
linear_search,1740,best_case,3,511,0.00019590000010794029,62696,True,,
binary_search,1740,best_case,3,10,0.00047540000014123507,62696,True,,
interpolation_search,1740,best_case,3,2,0.0005641999996441882,62696,True,,
exponential_search,1740,best_case,3,20,0.000601199997618096,62696,True,,
fibonacci_search,1740,best_case,3,12,0.0005108000004838686,62696,True,,
hashing_search,1740,best_case,3,2,0.002689299999474315,62696,True,2.0,991
linear_search,1740,best_case,4,11,2.5699999241624027e-05,62696,True,,
binary_search,1740,best_case,4,10,0.0005417000029410701,62696,True,,
interpolation_search,1740,best_case,4,4,0.0004415000003064051,62696,True,,
exponential_search,1740,best_case,4,20,0.0005391999984567519,62696,True,,
fibonacci_search,1740,best_case,4,12,0.00043419999929028563,62696,True,,
hashing_search,1740,best_case,4,1,0.002105600000504637,62696,True,2.0,994
linear_search,1740,best_case,5,481,0.00015689999781898223,62696,True,,
binary_search,1740,best_case,5,10,0.0005523999971046578,62696,True,,
interpolation_search,1740,best_case,5,2,0.0005257999982859474,62696,True,,
exponential_search,1740,best_case,5,20,0.0004939000027661677,62696,True,,
fibonacci_search,1740,best_case,5,12,0.00044239999988349155,62696,True,,
hashing_search,1740,best_case,5,5,0.0021784999989904463,62696,True,2.0,986
linear_search,1750,best_case,1,925,0.0003125000002910383,63056,True,,
binary_search,1750,best_case,1,10,0.0005020999997213949,63056,True,,
interpolation_search,1750,best_case,1,5,0.0004594000020006206,63056,True,,
exponential_search,1750,best_case,1,21,0.00044949999937671237,63056,True,,
fibonacci_search,1750,best_case,1,13,0.0004461999997147359,63056,True,,
hashing_search,1750,best_case,1,1,0.001981000001251232,63056,True,2.0,995
linear_search,1750,best_case,2,860,0.0002936000018962659,63056,True,,
binary_search,1750,best_case,2,10,0.0004528999998001382,63056,True,,
interpolation_search,1750,best_case,2,3,0.0005187000024307054,63056,True,,
exponential_search,1750,best_case,2,21,0.0005645999990520068,63056,True,,
fibonacci_search,1750,best_case,2,13,0.0005189999974390958,63056,True,,
hashing_search,1750,best_case,2,3,0.002207600002293475,63056,True,2.0,1006
linear_search,1750,best_case,3,1247,0.00048579999929643236,63056,True,,
binary_search,1750,best_case,3,10,0.000465299999632407,63056,True,,
interpolation_search,1750,best_case,3,4,0.00047619999895687215,63056,True,,
exponential_search,1750,best_case,3,21,0.0005182000022614375,63056,True,,
fibonacci_search,1750,best_case,3,13,0.0004980000012437813,63056,True,,
hashing_search,1750,best_case,3,2,0.0023016999984974973,63056,True,2.0,989
linear_search,1750,best_case,4,395,0.00024450000273645855,63056,True,,
binary_search,1750,best_case,4,10,0.0007241000021167565,63056,True,,
interpolation_search,1750,best_case,4,2,0.0004905000023427419,63056,True,,
exponential_search,1750,best_case,4,21,0.000607599999057129,63056,True,,
fibonacci_search,1750,best_case,4,13,0.000572900000406662,63056,True,,
hashing_search,1750,best_case,4,1,0.002328700000362005,63056,True,2.0,987
linear_search,1750,best_case,5,422,0.00020710000171675347,63056,True,,
binary_search,1750,best_case,5,10,0.0007326000013563316,63056,True,,
interpolation_search,1750,best_case,5,6,0.0007942000011098571,63056,True,,
exponential_search,1750,best_case,5,21,0.0006872000012663193,63056,True,,
fibonacci_search,1750,best_case,5,13,0.0008716999982425477,63056,True,,
hashing_search,1750,best_case,5,1,0.0028904999999213032,63056,True,2.0,1006
linear_search,1760,best_case,1,1434,0.0008874000013747718,63416,True,,
binary_search,1760,best_case,1,10,0.0006109000023570843,63416,True,,
interpolation_search,1760,best_case,1,2,0.0006385000015143305,63416,True,,
exponential_search,1760,best_case,1,17,0.0004442999997991137,63416,True,,
fibonacci_search,1760,best_case,1,12,0.0005243999985395931,63416,True,,
hashing_search,1760,best_case,1,3,0.00206389999948442,63416,True,2.0,994
linear_search,1760,best_case,2,186,9.87999992503319e-05,63416,True,,
binary_search,1760,best_case,2,10,0.0006033000026945956,63416,True,,
interpolation_search,1760,best_case,2,3,0.0005058999995526392,63416,True,,
exponential_search,1760,best_case,2,17,0.00045820000013918616,63416,True,,
fibonacci_search,1760,best_case,2,12,0.00047230000200215727,63416,True,,
hashing_search,1760,best_case,2,2,0.002103899998473935,63416,True,2.0,1007
linear_search,1760,best_case,3,1727,0.0005991999969410244,63416,True,,
binary_search,1760,best_case,3,10,0.0007140000016079284,63416,True,,
interpolation_search,1760,best_case,3,4,0.0005482999986270443,63416,True,,
exponential_search,1760,best_case,3,17,0.0006151000015961472,63416,True,,
fibonacci_search,1760,best_case,3,12,0.0007189999996626284,63416,True,,
hashing_search,1760,best_case,3,2,0.001880299998447299,63416,True,2.0,1012
linear_search,1760,best_case,4,520,0.0001807000007829629,63416,True,,
binary_search,1760,best_case,4,10,0.0004434000002220273,63416,True,,
interpolation_search,1760,best_case,4,3,0.00045220000174595043,63416,True,,
exponential_search,1760,best_case,4,17,0.0006044999972800724,63416,True,,
fibonacci_search,1760,best_case,4,12,0.0005482000015035737,63416,True,,
hashing_search,1760,best_case,4,2,0.0019073000003118068,63416,True,2.0,1001
linear_search,1760,best_case,5,8,1.790000169421546e-05,63416,True,,
binary_search,1760,best_case,5,10,0.0005812999988847878,63416,True,,
interpolation_search,1760,best_case,5,4,0.0005089000005682465,63416,True,,
exponential_search,1760,best_case,5,17,0.00044550000166054815,63416,True,,
fibonacci_search,1760,best_case,5,12,0.0006274000006669667,63416,True,,
hashing_search,1760,best_case,5,1,0.0022969999990891665,63416,True,2.0,996
linear_search,1770,best_case,1,711,0.00034919999961857684,63776,True,,
binary_search,1770,best_case,1,10,0.0005386000011640135,63776,True,,
interpolation_search,1770,best_case,1,4,0.0004986000021744985,63776,True,,
exponential_search,1770,best_case,1,21,0.0004709999993792735,63776,True,,
fibonacci_search,1770,best_case,1,12,0.0006044000001566019,63776,True,,
hashing_search,1770,best_case,1,3,0.003365000000485452,63776,True,2.0,1008
linear_search,1770,best_case,2,311,0.00010710000060498714,63776,True,,
binary_search,1770,best_case,2,10,0.00044219999836059287,63776,True,,
interpolation_search,1770,best_case,2,3,0.0004475999994610902,63776,True,,
exponential_search,1770,best_case,2,21,0.0004627999987860676,63776,True,,
fibonacci_search,1770,best_case,2,12,0.00048719999904278666,63776,True,,
hashing_search,1770,best_case,2,1,0.0020280999997339677,63776,True,2.0,1001
linear_search,1770,best_case,3,1116,0.0005457999977807049,63776,True,,
binary_search,1770,best_case,3,10,0.0005863000005774666,63776,True,,
interpolation_search,1770,best_case,3,2,0.0006293999977060594,63776,True,,
exponential_search,1770,best_case,3,21,0.0005713999998988584,63776,True,,
fibonacci_search,1770,best_case,3,12,0.0005010000022593886,63776,True,,
hashing_search,1770,best_case,3,4,0.0020051999999850523,63776,True,2.0,1014
linear_search,1770,best_case,4,858,0.0002936999990197364,63776,True,,
binary_search,1770,best_case,4,10,0.00046300000030896626,63776,True,,
interpolation_search,1770,best_case,4,3,0.00043449999793665484,63776,True,,
exponential_search,1770,best_case,4,21,0.0006427000007533934,63776,True,,
fibonacci_search,1770,best_case,4,12,0.00046550000115530565,63776,True,,
hashing_search,1770,best_case,4,1,0.0023729999993520323,63776,True,2.0,1012
linear_search,1770,best_case,5,225,8.660000094096176e-05,63776,True,,
binary_search,1770,best_case,5,10,0.0004496000001381617,63776,True,,
interpolation_search,1770,best_case,5,6,0.0004429000000527594,63776,True,,
exponential_search,1770,best_case,5,21,0.0004659000005631242,63776,True,,
fibonacci_search,1770,best_case,5,12,0.00043619999996735714,63776,True,,
hashing_search,1770,best_case,5,1,0.002028399998380337,63776,True,2.0,1002
linear_search,1780,best_case,1,1310,0.0004975000010745134,64136,True,,
binary_search,1780,best_case,1,10,0.000581899999815505,64136,True,,
interpolation_search,1780,best_case,1,7,0.0006316999970295001,64136,True,,
exponential_search,1780,best_case,1,20,0.00045649999810848385,64136,True,,
fibonacci_search,1780,best_case,1,12,0.0005440999993879814,64136,True,,
hashing_search,1780,best_case,1,2,0.0028044999999110587,64136,True,2.0,1017
linear_search,1780,best_case,2,119,5.0900001951958984e-05,64136,True,,
binary_search,1780,best_case,2,10,0.0004569000011542812,64136,True,,
interpolation_search,1780,best_case,2,2,0.0005148999989614822,64136,True,,
exponential_search,1780,best_case,2,20,0.0005280000004859176,64136,True,,
fibonacci_search,1780,best_case,2,12,0.00045930000123917125,64136,True,,
hashing_search,1780,best_case,2,2,0.0031101999993552454,64136,True,2.0,1009
linear_search,1780,best_case,3,665,0.00034169999707955867,64136,True,,
binary_search,1780,best_case,3,10,0.0004803000010724645,64136,True,,
interpolation_search,1780,best_case,3,4,0.0006393000003299676,64136,True,,
exponential_search,1780,best_case,3,20,0.0006124000028648879,64136,True,,
fibonacci_search,1780,best_case,3,12,0.0006266999989748001,64136,True,,
hashing_search,1780,best_case,3,1,0.002701800000068033,64136,True,2.0,1032
linear_search,1780,best_case,4,829,0.00031400000079884194,64136,True,,
binary_search,1780,best_case,4,10,0.0006998999997449573,64136,True,,
interpolation_search,1780,best_case,4,2,0.0004554999977699481,64136,True,,
exponential_search,1780,best_case,4,20,0.0005100000016682316,64136,True,,
fibonacci_search,1780,best_case,4,12,0.0006864999995741528,64136,True,,
hashing_search,1780,best_case,4,1,0.0028144999996584374,64136,True,2.0,1012
linear_search,1780,best_case,5,469,0.0001641000017116312,64136,True,,
binary_search,1780,best_case,5,10,0.00061690000075032,64136,True,,
interpolation_search,1780,best_case,5,5,0.0005813999996462371,64136,True,,
exponential_search,1780,best_case,5,20,0.0004588000010699034,64136,True,,
fibonacci_search,1780,best_case,5,12,0.0006276000021898653,64136,True,,
hashing_search,1780,best_case,5,3,0.002858399999240646,64136,True,2.0,992
linear_search,1790,best_case,1,28,2.7499998395796865e-05,64496,True,,
binary_search,1790,best_case,1,10,0.0005104000010760501,64496,True,,
interpolation_search,1790,best_case,1,7,0.0004411000008985866,64496,True,,
exponential_search,1790,best_case,1,21,0.0004310000003897585,64496,True,,
fibonacci_search,1790,best_case,1,13,0.00047079999785637483,64496,True,,
hashing_search,1790,best_case,1,1,0.0027437999997346196,64496,True,2.0,1016
linear_search,1790,best_case,2,526,0.0002061000013782177,64496,True,,
binary_search,1790,best_case,2,10,0.0004659000005631242,64496,True,,
interpolation_search,1790,best_case,2,4,0.0005895999966014642,64496,True,,
exponential_search,1790,best_case,2,21,0.00046469999870168976,64496,True,,
fibonacci_search,1790,best_case,2,13,0.0005230999995546881,64496,True,,
hashing_search,1790,best_case,2,1,0.0019983999991382007,64496,True,2.0,1007
linear_search,1790,best_case,3,704,0.00023439999858965166,64496,True,,
binary_search,1790,best_case,3,10,0.0006218000016815495,64496,True,,
interpolation_search,1790,best_case,3,4,0.00044770000022253953,64496,True,,
exponential_search,1790,best_case,3,21,0.00046629999997094274,64496,True,,
fibonacci_search,1790,best_case,3,13,0.00046410000140895136,64496,True,,
hashing_search,1790,best_case,3,1,0.0028698999994958285,64496,True,2.0,1033
linear_search,1790,best_case,4,10,2.470000254106708e-05,64496,True,,
binary_search,1790,best_case,4,10,0.00046149999980116263,64496,True,,
interpolation_search,1790,best_case,4,3,0.00043650000225170515,64496,True,,
exponential_search,1790,best_case,4,21,0.000601199997618096,64496,True,,
fibonacci_search,1790,best_case,4,13,0.0004638999998860527,64496,True,,
hashing_search,1790,best_case,4,1,0.0019052999996347353,64496,True,2.0,1029
linear_search,1790,best_case,5,397,0.00024589999884483404,64496,True,,
binary_search,1790,best_case,5,10,0.0005992000005790032,64496,True,,
interpolation_search,1790,best_case,5,5,0.0006413000010070391,64496,True,,
exponential_search,1790,best_case,5,21,0.00066559999686433,64496,True,,
fibonacci_search,1790,best_case,5,13,0.0011202999994566198,64496,True,,
hashing_search,1790,best_case,5,1,0.003642700001364574,64496,True,2.0,1013
linear_search,1800,best_case,1,1398,0.0009289000008720905,64856,True,,
binary_search,1800,best_case,1,10,0.0006739000018569641,64856,True,,
interpolation_search,1800,best_case,1,2,0.0005627999998978339,64856,True,,
exponential_search,1800,best_case,1,19,0.0006133000024419744,64856,True,,
fibonacci_search,1800,best_case,1,11,0.0007436000014422461,64856,True,,
hashing_search,1800,best_case,1,2,0.003806699998676777,64856,True,2.0,1025
linear_search,1800,best_case,2,929,0.0011092000022472348,64856,True,,
binary_search,1800,best_case,2,10,0.0006151000015961472,64856,True,,
interpolation_search,1800,best_case,2,3,0.0006715999988955446,64856,True,,
exponential_search,1800,best_case,2,19,0.0009499000007053837,64856,True,,
fibonacci_search,1800,best_case,2,11,0.0005783999986306299,64856,True,,
hashing_search,1800,best_case,2,2,0.003126600000541657,64856,True,2.0,1029
linear_search,1800,best_case,3,727,0.0004017999999632593,64856,True,,
binary_search,1800,best_case,3,10,0.0015473000021302141,64856,True,,
interpolation_search,1800,best_case,3,5,0.000623199997789925,64856,True,,
exponential_search,1800,best_case,3,19,0.0005951999992248602,64856,True,,
fibonacci_search,1800,best_case,3,11,0.0005995999999868218,64856,True,,
hashing_search,1800,best_case,3,2,0.0024622999990242533,64856,True,2.0,1005
linear_search,1800,best_case,4,1402,0.0006831999999121763,64856,True,,
binary_search,1800,best_case,4,10,0.0007207999988168012,64856,True,,
interpolation_search,1800,best_case,4,4,0.0006380000013450626,64856,True,,
exponential_search,1800,best_case,4,19,0.0008994999989226926,64856,True,,
fibonacci_search,1800,best_case,4,11,0.0007364999983110465,64856,True,,
hashing_search,1800,best_case,4,2,0.003911899999366142,64856,True,2.0,1013
linear_search,1800,best_case,5,1123,0.0005722999994759448,64856,True,,
binary_search,1800,best_case,5,10,0.001190799997857539,64856,True,,
interpolation_search,1800,best_case,5,3,0.0006168999971123412,64856,True,,
exponential_search,1800,best_case,5,19,0.0005573999987973366,64856,True,,
fibonacci_search,1800,best_case,5,11,0.0006362999993143603,64856,True,,
hashing_search,1800,best_case,5,1,0.003037500002392335,64856,True,2.0,1014
linear_search,1810,best_case,1,664,0.00033180000173160806,65216,True,,
binary_search,1810,best_case,1,10,0.0006424000021070242,65216,True,,
interpolation_search,1810,best_case,1,5,0.0010169000015594065,65216,True,,
exponential_search,1810,best_case,1,21,0.0008981000028143171,65216,True,,
fibonacci_search,1810,best_case,1,10,0.0006456000010075513,65216,True,,
hashing_search,1810,best_case,1,1,0.003831900001387112,65216,True,2.0,1020
linear_search,1810,best_case,2,1182,0.0005851999994774815,65216,True,,
binary_search,1810,best_case,2,10,0.000601800002186792,65216,True,,
interpolation_search,1810,best_case,2,3,0.0010433999996166676,65216,True,,
exponential_search,1810,best_case,2,21,0.0008039999993343372,65216,True,,
fibonacci_search,1810,best_case,2,10,0.0013347999993129633,65216,True,,
hashing_search,1810,best_case,2,3,0.0034503999995649792,65216,True,2.0,1046
