trial_id,probes,time_taken,memory_used,found,load_factor,collision_count
4,4,1.979999797185883e-05,1856,True,,
5,4,2.0299998141126707e-05,1856,True,,
1,5,3.1200001103570685e-05,1856,True,,
2,5,3.110000034212135e-05,1856,True,,
3,5,2.42000023717992e-05,1856,True,,
4,5,2.300000051036477e-05,1856,True,,
5,5,2.2899999748915437e-05,1856,True,,
1,5,2.170000152545981e-05,1856,True,,
2,6,3.649999780463986e-05,1856,True,,
3,6,2.260000110254623e-05,1856,True,,
4,4,2.800000220304355e-05,1856,True,,
5,5,2.999999924213625e-05,1856,True,,
1,6,2.119999771821313e-05,1856,False,,
2,6,2.369999856455252e-05,1856,False,,
3,6,2.130000211764127e-05,1856,False,,
4,6,1.980000160983764e-05,1856,False,,
5,6,2.5600002118153498e-05,1856,False,,
1,6,2.3300002794712785e-05,1856,True,,
2,6,2.0399998902576044e-05,1856,True,,
3,6,2.3399999918183312e-05,1856,True,,
4,6,2.649999805726111e-05,1856,True,,
5,6,2.630000017234124e-05,1856,True,,
1,5,2.999999924213625e-05,2216,True,,
2,5,2.9599999834317717e-05,2216,True,,
3,6,3.460000152699649e-05,2216,True,,
4,6,2.519999907235615e-05,2216,True,,
5,5,2.909999966504984e-05,2216,True,,
1,5,2.840000161086209e-05,2216,True,,
2,5,3.149999974993989e-05,2216,True,,
3,5,3.850000211969018e-05,2216,True,,
4,5,1.7700000171316788e-05,2216,True,,
5,5,2.3100001271814108e-05,2216,True,,
1,6,2.8300000849412758e-05,2216,True,,
2,6,3.5099998058285564e-05,2216,True,,
3,5,2.970000059576705e-05,2216,True,,
4,6,3.579999975045212e-05,2216,True,,
5,2,2.649999805726111e-05,2216,True,,
1,6,2.8200000087963417e-05,2216,False,,
2,6,2.189999941037968e-05,2216,False,,
3,6,2.59000007645227e-05,2216,False,,
4,6,8.620000153314322e-05,2216,False,,
5,6,2.9400001949397847e-05,2216,False,,
1,6,2.350000067963265e-05,2216,True,,
2,6,2.769999991869554e-05,2216,True,,
3,6,2.9000002541579303e-05,2216,True,,
4,6,2.429999949526973e-05,2216,True,,
5,6,2.329999915673397e-05,2216,True,,
1,6,2.649999805726111e-05,2576,True,,
2,1,2.429999949526973e-05,2576,True,,
3,4,2.9599999834317717e-05,2576,True,,
4,6,2.919999678852037e-05,2576,True,,
5,4,3.6600002204068005e-05,2576,True,,
1,6,3.110000034212135e-05,2576,True,,
2,6,4.11000000895001e-05,2576,True,,
3,6,2.7499998395796865e-05,2576,True,,
4,6,2.5000001187436283e-05,2576,True,,
5,6,2.0800001948373392e-05,2576,True,,
1,5,4.0199996874434873e-05,2576,True,,
2,5,4.479999915929511e-05,2576,True,,
3,6,2.9400001949397847e-05,2576,True,,
4,5,4.540000009001233e-05,2576,True,,
5,5,3.80000019504223e-05,2576,True,,
1,7,3.0899998819222674e-05,2576,False,,
2,7,2.7700003556674343e-05,2576,False,,
3,7,2.5800000003073364e-05,2576,False,,
4,7,3.7900001188972965e-05,2576,False,,
5,7,3.070000093430281e-05,2576,False,,
1,7,1.8700000509852543e-05,2576,True,,
