algorithm,input_size,data_type,trial_id,comparisons,swaps,time_taken,memory_used,presortedness_score,duplicate_ratio,value_range
quick_sort,140,nearly_sorted,1,1108,746,0.0010317999986,5096,0.9129,0.0,98818
heap_sort,140,nearly_sorted,1,1637,955,0.001522799997474,5096,0.9129,0.0,98818
radix_sort,140,nearly_sorted,1,0,700,0.0006644000022788,5096,0.9129,0.0,98818
bubble_sort,140,nearly_sorted,2,8190,499,0.0014487000007648,5096,0.9487,0.0,98361
selection_sort,140,nearly_sorted,2,9730,7,0.0013989999970362,5096,0.9487,0.0,98361
insertion_sort,140,nearly_sorted,2,638,499,0.0001918999987537,5096,0.9487,0.0,98361
merge_sort,140,nearly_sorted,2,681,1004,0.0008780000025581,5096,0.9487,0.0,98361
quick_sort,140,nearly_sorted,2,993,452,0.0006296000028669,5096,0.9487,0.0,98361
heap_sort,140,nearly_sorted,2,1646,947,0.0012077999999746,5096,0.9487,0.0,98361
radix_sort,140,nearly_sorted,2,0,700,0.0006188000006659,5096,0.9487,0.0,98361
bubble_sort,140,nearly_sorted,3,6955,445,0.0012731000024359,5096,0.9543,0.0,97457
selection_sort,140,nearly_sorted,3,9730,7,0.0017111000015574,5096,0.9543,0.0,97457
insertion_sort,140,nearly_sorted,3,584,445,0.0002052000018011,5096,0.9543,0.0,97457
merge_sort,140,nearly_sorted,3,703,1004,0.0010345000009692,5096,0.9543,0.0,97457
quick_sort,140,nearly_sorted,3,1062,541,0.0008035999999265,5096,0.9543,0.0,97457
heap_sort,140,nearly_sorted,3,1642,953,0.0013715000022784,5096,0.9543,0.0,97457
radix_sort,140,nearly_sorted,3,0,700,0.0007315000002563,5096,0.9543,0.0,97457
bubble_sort,140,nearly_sorted,4,8910,835,0.0020531999980448,5096,0.9142,0.0,99508
selection_sort,140,nearly_sorted,4,9730,7,0.0017686999999568,5096,0.9142,0.0,99508
insertion_sort,140,nearly_sorted,4,974,835,0.0003522999977576,5096,0.9142,0.0,99508
merge_sort,140,nearly_sorted,4,681,1004,0.0009898999996948,5096,0.9142,0.0,99508
quick_sort,140,nearly_sorted,4,1152,884,0.0010118999998667,5096,0.9142,0.0,99508
heap_sort,140,nearly_sorted,4,1644,943,0.0013795000013487,5096,0.9142,0.0,99508
radix_sort,140,nearly_sorted,4,0,700,0.000731000000087,5096,0.9142,0.0,99508
bubble_sort,140,nearly_sorted,5,6409,393,0.0013818999977956,5096,0.9596,0.0,98638
selection_sort,140,nearly_sorted,5,9730,7,0.0017689000014797,5096,0.9596,0.0,98638
insertion_sort,140,nearly_sorted,5,532,393,0.0001868999970611,5096,0.9596,0.0,98638
merge_sort,140,nearly_sorted,5,670,1004,0.0010125000007974,5096,0.9596,0.0,98638
quick_sort,140,nearly_sorted,5,1087,616,0.0008421000020462,5096,0.9596,0.0,98638
heap_sort,140,nearly_sorted,5,1642,951,0.0013852000010956,5096,0.9596,0.0,98638
radix_sort,140,nearly_sorted,5,0,700,0.0007237000027089,5096,0.9596,0.0,98638
bubble_sort,150,nearly_sorted,1,8015,451,0.0017941000005521,5456,0.9596,0.0,97740
selection_sort,150,nearly_sorted,1,11175,7,0.0020361000024422,5456,0.9596,0.0,97740
insertion_sort,150,nearly_sorted,1,600,451,0.0002104999985022,5456,0.9596,0.0,97740
merge_sort,150,nearly_sorted,1,770,1094,0.0010804000012285,5456,0.9596,0.0,97740
quick_sort,150,nearly_sorted,1,1094,721,0.0009481999986746,5456,0.9596,0.0,97740
heap_sort,150,nearly_sorted,1,1797,1033,0.0015067999993334,5456,0.9596,0.0,97740
radix_sort,150,nearly_sorted,1,0,750,0.000823999998829,5456,0.9596,0.0,97740
bubble_sort,150,nearly_sorted,2,8015,517,0.0019900999977835,5456,0.9537,0.0067,99109
selection_sort,150,nearly_sorted,2,11175,7,0.0021622000022034,5456,0.9537,0.0067,99109
insertion_sort,150,nearly_sorted,2,666,517,0.0002351999974052,5456,0.9537,0.0067,99109
merge_sort,150,nearly_sorted,2,767,1094,0.0010895999985223,5456,0.9537,0.0067,99109
quick_sort,150,nearly_sorted,2,979,597,0.0007105999975465,5456,0.9537,0.0067,99109
heap_sort,150,nearly_sorted,2,1803,1044,0.0013221999979577,5456,0.9537,0.0067,99109
radix_sort,150,nearly_sorted,2,0,750,0.0006648999988101,5456,0.9537,0.0067,99109
bubble_sort,150,nearly_sorted,3,8964,571,0.0016317000008712,5456,0.9489,0.0067,98299
selection_sort,150,nearly_sorted,3,11175,7,0.001623300002393,5456,0.9489,0.0067,98299
insertion_sort,150,nearly_sorted,3,720,571,0.0002218999979959,5456,0.9489,0.0067,98299
merge_sort,150,nearly_sorted,3,788,1094,0.0013642999983858,5456,0.9489,0.0067,98299
quick_sort,150,nearly_sorted,3,1178,639,0.0010600000023259,5456,0.9489,0.0067,98299
heap_sort,150,nearly_sorted,3,1798,1038,0.0016925999989325,5456,0.9489,0.0067,98299
radix_sort,150,nearly_sorted,3,0,750,0.000844700000016,5456,0.9489,0.0067,98299
bubble_sort,150,nearly_sorted,4,7259,413,0.001630999999179,5456,0.963,0.0,94709
selection_sort,150,nearly_sorted,4,11175,7,0.0021276999977999,5456,0.963,0.0,94709
insertion_sort,150,nearly_sorted,4,562,413,0.0002074999974865,5456,0.963,0.0,94709
merge_sort,150,nearly_sorted,4,738,1094,0.0011561999999685,5456,0.963,0.0,94709
quick_sort,150,nearly_sorted,4,1023,638,0.000950699999521,5456,0.963,0.0,94709
heap_sort,150,nearly_sorted,4,1797,1039,0.0016061999995145,5456,0.963,0.0,94709
radix_sort,150,nearly_sorted,4,0,750,0.0008214999979827,5456,0.963,0.0,94709
bubble_sort,150,nearly_sorted,5,10922,585,0.0025335999998787,5456,0.9477,0.0,98988
selection_sort,150,nearly_sorted,5,11175,7,0.001597499998752,5456,0.9477,0.0,98988
insertion_sort,150,nearly_sorted,5,734,585,0.0002156000009563,5456,0.9477,0.0,98988
merge_sort,150,nearly_sorted,5,782,1094,0.0009374000001116,5456,0.9477,0.0,98988
quick_sort,150,nearly_sorted,5,1029,598,0.0007339000003412,5456,0.9477,0.0,98988
heap_sort,150,nearly_sorted,5,1793,1035,0.001293400000577,5456,0.9477,0.0,98988
radix_sort,150,nearly_sorted,5,0,750,0.0006995999974606,5456,0.9477,0.0,98988
bubble_sort,160,nearly_sorted,1,9150,698,0.0016051999991759,5816,0.9451,0.0,98723
selection_sort,160,nearly_sorted,1,12720,8,0.0017690999993646,5816,0.9451,0.0,98723
insertion_sort,160,nearly_sorted,1,857,698,0.000250799999776,5816,0.9451,0.0,98723
merge_sort,160,nearly_sorted,1,874,1184,0.0010203999991063,5816,0.9451,0.0,98723
quick_sort,160,nearly_sorted,1,1269,730,0.0008650000017951,5816,0.9451,0.0,98723
heap_sort,160,nearly_sorted,1,1951,1120,0.0016394999984186,5816,0.9451,0.0,98723
radix_sort,160,nearly_sorted,1,0,800,0.0007420000001729,5816,0.9451,0.0,98723
bubble_sort,160,nearly_sorted,2,9480,502,0.001589800001966,5816,0.9605,0.0,98590
selection_sort,160,nearly_sorted,2,12720,8,0.0017778999972506,5816,0.9605,0.0,98590
insertion_sort,160,nearly_sorted,2,661,502,0.0001922000010381,5816,0.9605,0.0,98590
merge_sort,160,nearly_sorted,2,818,1184,0.0010120000006281,5816,0.9605,0.0,98590
quick_sort,160,nearly_sorted,2,1126,632,0.0007673999971302,5816,0.9605,0.0,98590
heap_sort,160,nearly_sorted,2,1956,1126,0.0014310000005934,5816,0.9605,0.0,98590
radix_sort,160,nearly_sorted,2,0,800,0.00069639999856,5816,0.9605,0.0,98590
bubble_sort,160,nearly_sorted,3,11859,806,0.0021234999985608,5816,0.9366,0.0,98900
selection_sort,160,nearly_sorted,3,12720,8,0.0018347000004723,5816,0.9366,0.0,98900
insertion_sort,160,nearly_sorted,3,965,806,0.000283199999103,5816,0.9366,0.0,98900
merge_sort,160,nearly_sorted,3,797,1184,0.0009892999987641,5816,0.9366,0.0,98900
quick_sort,160,nearly_sorted,3,1087,598,0.00088130000222,5816,0.9366,0.0,98900
heap_sort,160,nearly_sorted,3,1947,1122,0.0014460000020335,5816,0.9366,0.0,98900
radix_sort,160,nearly_sorted,3,0,800,0.000707199997123,5816,0.9366,0.0,98900
bubble_sort,160,nearly_sorted,4,12017,746,0.0022418000007746,5816,0.9414,0.0,98743
selection_sort,160,nearly_sorted,4,12720,8,0.0018534000009822,5816,0.9414,0.0,98743
insertion_sort,160,nearly_sorted,4,905,746,0.0002679999997781,5816,0.9414,0.0,98743
merge_sort,160,nearly_sorted,4,842,1184,0.0010107000016432,5816,0.9414,0.0,98743
quick_sort,160,nearly_sorted,4,1222,480,0.0007544000000052,5816,0.9414,0.0,98743
heap_sort,160,nearly_sorted,4,1944,1120,0.0014323000032163,5816,0.9414,0.0,98743
radix_sort,160,nearly_sorted,4,0,800,0.0007114000000001,5816,0.9414,0.0,98743
bubble_sort,160,nearly_sorted,5,11009,728,0.002014899997448,5816,0.9428,0.0063,97621
selection_sort,160,nearly_sorted,5,12720,8,0.001913300002343,5816,0.9428,0.0063,97621
insertion_sort,160,nearly_sorted,5,887,728,0.0002554999991843,5816,0.9428,0.0063,97621
merge_sort,160,nearly_sorted,5,847,1184,0.0010328999997,5816,0.9428,0.0063,97621
quick_sort,160,nearly_sorted,5,1356,723,0.0008587000011175,5816,0.9428,0.0063,97621
heap_sort,160,nearly_sorted,5,1952,1121,0.0014252000000851,5816,0.9428,0.0063,97621
radix_sort,160,nearly_sorted,5,0,800,0.0007033000001683,5816,0.9428,0.0063,97621
bubble_sort,170,nearly_sorted,1,13900,656,0.0024402000017289,6176,0.9543,0.0,99705
selection_sort,170,nearly_sorted,1,14365,8,0.0020828000015171,6176,0.9543,0.0,99705
insertion_sort,170,nearly_sorted,1,825,656,0.0002466999976604,6176,0.9543,0.0,99705
merge_sort,170,nearly_sorted,1,901,1274,0.0011030999994545,6176,0.9543,0.0,99705
quick_sort,170,nearly_sorted,1,1245,717,0.0008625000009487,6176,0.9543,0.0,99705
heap_sort,170,nearly_sorted,1,2102,1208,0.0015447999976458,6176,0.9543,0.0,99705
radix_sort,170,nearly_sorted,1,0,850,0.0007731000005151,6176,0.9543,0.0,99705
bubble_sort,170,nearly_sorted,2,13039,638,0.0022857000003568,6176,0.9556,0.0,99595
selection_sort,170,nearly_sorted,2,14365,8,0.0020796999997401,6176,0.9556,0.0,99595
insertion_sort,170,nearly_sorted,2,807,638,0.0002418000003672,6176,0.9556,0.0,99595
merge_sort,170,nearly_sorted,2,863,1274,0.0010723999985202,6176,0.9556,0.0,99595
quick_sort,170,nearly_sorted,2,1233,747,0.0008572000006097,6176,0.9556,0.0,99595
heap_sort,170,nearly_sorted,2,2107,1212,0.0016900000009627,6176,0.9556,0.0,99595
radix_sort,170,nearly_sorted,2,0,850,0.0007750000004307,6176,0.9556,0.0,99595
bubble_sort,170,nearly_sorted,3,13504,792,0.0024536000018997,6176,0.9449,0.0,99316
selection_sort,170,nearly_sorted,3,14365,8,0.0021430000015243,6176,0.9449,0.0,99316
insertion_sort,170,nearly_sorted,3,961,792,0.0003188000009686,6176,0.9449,0.0,99316
merge_sort,170,nearly_sorted,3,855,1274,0.0010736000003817,6176,0.9449,0.0,99316
quick_sort,170,nearly_sorted,3,1442,907,0.0010159000012208,6176,0.9449,0.0,99316
heap_sort,170,nearly_sorted,3,2109,1212,0.0015497000022151,6176,0.9449,0.0,99316
radix_sort,170,nearly_sorted,3,0,850,0.0007487000002583,6176,0.9449,0.0,99316
bubble_sort,170,nearly_sorted,4,12934,624,0.0023252999999385,6176,0.9566,0.0,98104
selection_sort,170,nearly_sorted,4,14365,8,0.0020593000008375,6176,0.9566,0.0,98104
insertion_sort,170,nearly_sorted,4,793,624,0.000237800002651,6176,0.9566,0.0,98104
merge_sort,170,nearly_sorted,4,894,1274,0.0010819000017363,6176,0.9566,0.0,98104
quick_sort,170,nearly_sorted,4,1489,699,0.0009134000029007,6176,0.9566,0.0,98104
heap_sort,170,nearly_sorted,4,2109,1212,0.0015420999989146,6176,0.9566,0.0,98104
radix_sort,170,nearly_sorted,4,0,850,0.0007499999992433,6176,0.9566,0.0,98104
bubble_sort,170,nearly_sorted,5,10179,516,0.0018487000015738,6176,0.9641,0.0,98606
selection_sort,170,nearly_sorted,5,14365,8,0.0020804999985557,6176,0.9641,0.0,98606
insertion_sort,170,nearly_sorted,5,683,516,0.0002144999998563,6176,0.9641,0.0,98606
merge_sort,170,nearly_sorted,5,894,1274,0.0010892000027524,6176,0.9641,0.0,98606
quick_sort,170,nearly_sorted,5,1222,762,0.0008875999992596,6176,0.9641,0.0,98606
heap_sort,170,nearly_sorted,5,2108,1208,0.0015292999996745,6176,0.9641,0.0,98606
radix_sort,170,nearly_sorted,5,0,850,0.0008687000008649,6176,0.9641,0.0,98606
bubble_sort,180,nearly_sorted,1,12950,715,0.0022931999992579,6536,0.9556,0.0,99339
selection_sort,180,nearly_sorted,1,16110,9,0.0023322999986703,6536,0.9556,0.0,99339
insertion_sort,180,nearly_sorted,1,894,715,0.0002668000015546,6536,0.9556,0.0,99339
merge_sort,180,nearly_sorted,1,904,1364,0.0012141000006522,6536,0.9556,0.0,99339
quick_sort,180,nearly_sorted,1,1388,814,0.0010548000027483,6536,0.9556,0.0,99339
heap_sort,180,nearly_sorted,1,2252,1289,0.0016322000010404,6536,0.9556,0.0,99339
radix_sort,180,nearly_sorted,1,0,900,0.0007974000000103,6536,0.9556,0.0,99339
bubble_sort,180,nearly_sorted,2,14679,1009,0.002636999997776,6536,0.9374,0.0,99890
selection_sort,180,nearly_sorted,2,16110,9,0.0022915000008651,6536,0.9374,0.0,99890
insertion_sort,180,nearly_sorted,2,1188,1009,0.0003550000001268,6536,0.9374,0.0,99890
merge_sort,180,nearly_sorted,2,951,1364,0.0011612000016612,6536,0.9374,0.0,99890
quick_sort,180,nearly_sorted,2,1387,863,0.0009610999986762,6536,0.9374,0.0,99890
heap_sort,180,nearly_sorted,2,2256,1299,0.001673099999607,6536,0.9374,0.0,99890
radix_sort,180,nearly_sorted,2,0,900,0.0007886999992479,6536,0.9374,0.0,99890
bubble_sort,180,nearly_sorted,3,15810,1047,0.002876999998989,6536,0.935,0.0,98802
selection_sort,180,nearly_sorted,3,16110,9,0.0022119000022939,6536,0.935,0.0,98802
insertion_sort,180,nearly_sorted,3,1226,1047,0.0003553000024112,6536,0.935,0.0,98802
merge_sort,180,nearly_sorted,3,1016,1364,0.0011874999981955,6536,0.935,0.0,98802
quick_sort,180,nearly_sorted,3,1348,645,0.0008669999988342,6536,0.935,0.0,98802
heap_sort,180,nearly_sorted,3,2258,1291,0.0016227000014623,6536,0.935,0.0,98802
radix_sort,180,nearly_sorted,3,0,900,0.0007906999999249,6536,0.935,0.0,98802
bubble_sort,180,nearly_sorted,4,14514,1111,0.0025764999991224,6536,0.931,0.0,99564
selection_sort,180,nearly_sorted,4,16110,9,0.0023029000003589,6536,0.931,0.0,99564
insertion_sort,180,nearly_sorted,4,1290,1111,0.0005538000004889,6536,0.931,0.0,99564
merge_sort,180,nearly_sorted,4,996,1364,0.0011807999981101,6536,0.931,0.0,99564
quick_sort,180,nearly_sorted,4,1351,773,0.0009088000006158,6536,0.931,0.0,99564
heap_sort,180,nearly_sorted,4,2262,1295,0.0016323000018019,6536,0.931,0.0,99564
radix_sort,180,nearly_sorted,4,0,900,0.0007858999997552,6536,0.931,0.0,99564
bubble_sort,180,nearly_sorted,5,9440,525,0.0016381999994337,6536,0.9674,0.0,99252
selection_sort,180,nearly_sorted,5,16110,9,0.0023209000028145,6536,0.9674,0.0,99252
insertion_sort,180,nearly_sorted,5,704,525,0.0002070999980787,6536,0.9674,0.0,99252
merge_sort,180,nearly_sorted,5,917,1364,0.0011398999995435,6536,0.9674,0.0,99252
quick_sort,180,nearly_sorted,5,1639,991,0.001084700001229,6536,0.9674,0.0,99252
heap_sort,180,nearly_sorted,5,2269,1307,0.0016614999985904,6536,0.9674,0.0,99252
radix_sort,180,nearly_sorted,5,0,900,0.0008301000016217,6536,0.9674,0.0,99252
bubble_sort,190,nearly_sorted,1,16779,1084,0.0028636999995796,6896,0.9396,0.0,98636
selection_sort,190,nearly_sorted,1,17955,8,0.0025162999991152,6896,0.9396,0.0,98636
insertion_sort,190,nearly_sorted,1,1273,1084,0.0003716999999596,6896,0.9396,0.0,98636
merge_sort,190,nearly_sorted,1,1034,1454,0.0012225999998918,6896,0.9396,0.0,98636
quick_sort,190,nearly_sorted,1,1574,970,0.0010640000000421,6896,0.9396,0.0,98636
heap_sort,190,nearly_sorted,1,2411,1370,0.0017260999993595,6896,0.9396,0.0,98636
radix_sort,190,nearly_sorted,1,0,950,0.000822900001367,6896,0.9396,0.0,98636
bubble_sort,190,nearly_sorted,2,15875,823,0.0028108999977121,6896,0.9542,0.0,99003
selection_sort,190,nearly_sorted,2,17955,9,0.0027498000017658,6896,0.9542,0.0,99003
insertion_sort,190,nearly_sorted,2,1012,823,0.0002956999996968,6896,0.9542,0.0,99003
merge_sort,190,nearly_sorted,2,1026,1454,0.0012265999976079,6896,0.9542,0.0,99003
quick_sort,190,nearly_sorted,2,1304,743,0.0009100999996007,6896,0.9542,0.0,99003
heap_sort,190,nearly_sorted,2,2409,1379,0.0017544000002089,6896,0.9542,0.0,99003
radix_sort,190,nearly_sorted,2,0,950,0.0008310000011988,6896,0.9542,0.0,99003
bubble_sort,190,nearly_sorted,3,17954,1045,0.0031588000019837,6896,0.9418,0.0053,98720
selection_sort,190,nearly_sorted,3,17955,9,0.0025457000010646,6896,0.9418,0.0053,98720
insertion_sort,190,nearly_sorted,3,1234,1045,0.0003563999998732,6896,0.9418,0.0053,98720
merge_sort,190,nearly_sorted,3,1089,1454,0.001249100001587,6896,0.9418,0.0053,98720
quick_sort,190,nearly_sorted,3,1730,1025,0.0013801999994029,6896,0.9418,0.0053,98720
heap_sort,190,nearly_sorted,3,2399,1380,0.0017503000017313,6896,0.9418,0.0053,98720
radix_sort,190,nearly_sorted,3,0,950,0.0008314000006066,6896,0.9418,0.0053,98720
bubble_sort,190,nearly_sorted,4,14795,925,0.0026268999972671,6896,0.9485,0.0,99664
selection_sort,190,nearly_sorted,4,17955,9,0.0025518000002193,6896,0.9485,0.0,99664
insertion_sort,190,nearly_sorted,4,1114,925,0.0003323999990243,6896,0.9485,0.0,99664
merge_sort,190,nearly_sorted,4,985,1454,0.0012136000004829,6896,0.9485,0.0,99664
quick_sort,190,nearly_sorted,4,1763,893,0.0010806999998749,6896,0.9485,0.0,99664
heap_sort,190,nearly_sorted,4,2415,1381,0.0017602999978407,6896,0.9485,0.0,99664
radix_sort,190,nearly_sorted,4,0,950,0.0008172999987436,6896,0.9485,0.0,99664
bubble_sort,190,nearly_sorted,5,16359,999,0.0029930000018794,6896,0.9444,0.0,99170
selection_sort,190,nearly_sorted,5,17955,9,0.0026722999973571,6896,0.9444,0.0,99170
insertion_sort,190,nearly_sorted,5,1188,999,0.0003561000012268,6896,0.9444,0.0,99170
merge_sort,190,nearly_sorted,5,1049,1454,0.0012758000011672,6896,0.9444,0.0,99170
quick_sort,190,nearly_sorted,5,1395,807,0.0009663000018917,6896,0.9444,0.0,99170
heap_sort,190,nearly_sorted,5,2412,1383,0.001764099997672,6896,0.9444,0.0,99170
radix_sort,190,nearly_sorted,5,0,950,0.0008390000002691,6896,0.9444,0.0,99170
bubble_sort,200,nearly_sorted,1,17199,1142,0.0032395999987784,7256,0.9426,0.0,99571
selection_sort,200,nearly_sorted,1,19900,10,0.0034850999982154,7256,0.9426,0.0,99571
insertion_sort,200,nearly_sorted,1,1341,1142,0.0003971000005549,7256,0.9426,0.0,99571
merge_sort,200,nearly_sorted,1,1112,1544,0.0013661000011779,7256,0.9426,0.0,99571
quick_sort,200,nearly_sorted,1,1842,938,0.0011576999968383,7256,0.9426,0.0,99571
heap_sort,200,nearly_sorted,1,2569,1472,0.0018259000025864,7256,0.9426,0.0,99571
radix_sort,200,nearly_sorted,1,0,1000,0.0008698000019649,7256,0.9426,0.0,99571
bubble_sort,200,nearly_sorted,2,19234,1552,0.0036263000001781,7256,0.922,0.0,99580
selection_sort,200,nearly_sorted,2,19900,10,0.0033694999983708,7256,0.922,0.0,99580
insertion_sort,200,nearly_sorted,2,1751,1552,0.0006619000014325,7256,0.922,0.0,99580
merge_sort,200,nearly_sorted,2,1127,1544,0.0015237000006891,7256,0.922,0.0,99580
quick_sort,200,nearly_sorted,2,1748,929,0.0013013999996474,7256,0.922,0.0,99580
heap_sort,200,nearly_sorted,2,2561,1458,0.0021137000003363,7256,0.922,0.0,99580
radix_sort,200,nearly_sorted,2,0,1000,0.0010443999999552,7256,0.922,0.0,99580
bubble_sort,200,nearly_sorted,3,19372,1384,0.0045033000023977,7256,0.9305,0.0,98412
selection_sort,200,nearly_sorted,3,19900,10,0.003917599999113,7256,0.9305,0.0,98412
insertion_sort,200,nearly_sorted,3,1583,1384,0.000657600001432,7256,0.9305,0.0,98412
merge_sort,200,nearly_sorted,3,1088,1544,0.001765000000887,7256,0.9305,0.0,98412
quick_sort,200,nearly_sorted,3,1503,751,0.0013993000029586,7256,0.9305,0.0,98412
heap_sort,200,nearly_sorted,3,2562,1460,0.0026561999984551,7256,0.9305,0.0,98412
radix_sort,200,nearly_sorted,3,0,1000,0.0011916000003111,7256,0.9305,0.0,98412
bubble_sort,200,nearly_sorted,4,18247,817,0.0044054000027244,7256,0.9589,0.0,98698
selection_sort,200,nearly_sorted,4,19900,9,0.0038630000017292,7256,0.9589,0.0,98698
insertion_sort,200,nearly_sorted,4,1016,817,0.000383899998269,7256,0.9589,0.0,98698
merge_sort,200,nearly_sorted,4,1038,1544,0.0015889999995124,7256,0.9589,0.0,98698
quick_sort,200,nearly_sorted,4,1411,814,0.0012380000007397,7256,0.9589,0.0,98698
heap_sort,200,nearly_sorted,4,2576,1471,0.0022978000015427,7256,0.9589,0.0,98698
radix_sort,200,nearly_sorted,4,0,1000,0.001132299999881,7256,0.9589,0.0,98698
bubble_sort,200,nearly_sorted,5,14122,745,0.0032400999989476,7256,0.9626,0.0,99110
selection_sort,200,nearly_sorted,5,19900,9,0.003847100000712,7256,0.9626,0.0,99110
insertion_sort,200,nearly_sorted,5,942,745,0.0003533999988576,7256,0.9626,0.0,99110
merge_sort,200,nearly_sorted,5,1054,1544,0.0016361000016331,7256,0.9626,0.0,99110
quick_sort,200,nearly_sorted,5,1615,877,0.0013364000005822,7256,0.9626,0.0,99110
heap_sort,200,nearly_sorted,5,2567,1471,0.002429200001643,7256,0.9626,0.0,99110
radix_sort,200,nearly_sorted,5,0,1000,0.0010623999987728,7256,0.9626,0.0,99110
bubble_sort,210,nearly_sorted,1,21242,1484,0.0049091000000771,7616,0.9324,0.0,97175
selection_sort,210,nearly_sorted,1,21945,10,0.0040200000003096,7616,0.9324,0.0,97175
insertion_sort,210,nearly_sorted,1,1693,1484,0.0006161000019346,7616,0.9324,0.0,97175
merge_sort,210,nearly_sorted,1,1211,1634,0.001638500001718,7616,0.9324,0.0,97175
quick_sort,210,nearly_sorted,1,1608,926,0.0013909000008425,7616,0.9324,0.0,97175
heap_sort,210,nearly_sorted,1,2727,1552,0.0022439999993366,7616,0.9324,0.0,97175
radix_sort,210,nearly_sorted,1,0,1050,0.0010767999992822,7616,0.9324,0.0,97175
bubble_sort,210,nearly_sorted,2,21125,1494,0.0046072000004642,7616,0.9319,0.0048,98195
selection_sort,210,nearly_sorted,2,21945,10,0.0039374000007228,7616,0.9319,0.0048,98195
insertion_sort,210,nearly_sorted,2,1703,1494,0.0006575000006705,7616,0.9319,0.0048,98195
merge_sort,210,nearly_sorted,2,1160,1634,0.0017885000015667,7616,0.9319,0.0048,98195
quick_sort,210,nearly_sorted,2,1711,1032,0.0013809999982186,7616,0.9319,0.0048,98195
heap_sort,210,nearly_sorted,2,2726,1555,0.002238799999759,7616,0.9319,0.0048,98195
radix_sort,210,nearly_sorted,2,0,1050,0.0010854000029212,7616,0.9319,0.0048,98195
bubble_sort,210,nearly_sorted,3,21792,1242,0.0047491999976045,7616,0.9434,0.0,99658
selection_sort,210,nearly_sorted,3,21945,10,0.0043020000011892,7616,0.9434,0.0,99658
insertion_sort,210,nearly_sorted,3,1451,1242,0.0006061000021873,7616,0.9434,0.0,99658
merge_sort,210,nearly_sorted,3,1140,1634,0.0018803999992087,7616,0.9434,0.0,99658
quick_sort,210,nearly_sorted,3,1460,871,0.0014260999996622,7616,0.9434,0.0,99658
heap_sort,210,nearly_sorted,3,2726,1556,0.0026154999977734,7616,0.9434,0.0,99658
radix_sort,210,nearly_sorted,3,0,1050,0.0012906000010843,7616,0.9434,0.0,99658
bubble_sort,210,nearly_sorted,4,21350,1272,0.0053174999993643,7616,0.942,0.0048,99060
selection_sort,210,nearly_sorted,4,21945,10,0.0042823000003409,7616,0.942,0.0048,99060
insertion_sort,210,nearly_sorted,4,1481,1272,0.0005646999998134,7616,0.942,0.0048,99060
merge_sort,210,nearly_sorted,4,1141,1634,0.0017298999991908,7616,0.942,0.0048,99060
quick_sort,210,nearly_sorted,4,1702,1074,0.0015165000004344,7616,0.942,0.0048,99060
heap_sort,210,nearly_sorted,4,2730,1563,0.0024441999994451,7616,0.942,0.0048,99060
radix_sort,210,nearly_sorted,4,0,1050,0.0011675000023387,7616,0.942,0.0048,99060
bubble_sort,210,nearly_sorted,5,20670,1270,0.0046618999986094,7616,0.9421,0.0,98629
selection_sort,210,nearly_sorted,5,21945,10,0.0030508000018016,7616,0.9421,0.0,98629
insertion_sort,210,nearly_sorted,5,1477,1270,0.0004468999977689,7616,0.9421,0.0,98629
merge_sort,210,nearly_sorted,5,1124,1634,0.0013902999999118,7616,0.9421,0.0,98629
quick_sort,210,nearly_sorted,5,1706,1008,0.0011541999992914,7616,0.9421,0.0,98629
heap_sort,210,nearly_sorted,5,2721,1550,0.00198889999956,7616,0.9421,0.0,98629
radix_sort,210,nearly_sorted,5,0,1050,0.0009036999981617,7616,0.9421,0.0,98629
bubble_sort,220,nearly_sorted,1,20850,1063,0.0040927000009105,7976,0.9559,0.0,99923
selection_sort,220,nearly_sorted,1,24090,11,0.0042891000011877,7976,0.9559,0.0,99923
insertion_sort,220,nearly_sorted,1,1282,1063,0.0004894000012427,7976,0.9559,0.0,99923
merge_sort,220,nearly_sorted,1,1238,1724,0.0017322999992757,7976,0.9559,0.0,99923
quick_sort,220,nearly_sorted,1,1653,993,0.0013265999987197,7976,0.9559,0.0,99923
heap_sort,220,nearly_sorted,1,2887,1643,0.0024179000029107,7976,0.9559,0.0,99923
radix_sort,220,nearly_sorted,1,0,1100,0.0011387000013201,7976,0.9559,0.0,99923
bubble_sort,220,nearly_sorted,2,22320,2215,0.0059755000002041,7976,0.9081,0.0,99553
selection_sort,220,nearly_sorted,2,24090,11,0.0033352999998896,7976,0.9081,0.0,99553
insertion_sort,220,nearly_sorted,2,2434,2215,0.0007163000009313,7976,0.9081,0.0,99553
merge_sort,220,nearly_sorted,2,1200,1724,0.0014687000002595,7976,0.9081,0.0,99553
quick_sort,220,nearly_sorted,2,1647,951,0.0011247000002185,7976,0.9081,0.0,99553
heap_sort,220,nearly_sorted,2,2881,1635,0.0021149999993212,7976,0.9081,0.0,99553
radix_sort,220,nearly_sorted,2,0,1100,0.0009747000003699,7976,0.9081,0.0,99553
bubble_sort,220,nearly_sorted,3,22137,1855,0.005542199996853,7976,0.923,0.0,99550
selection_sort,220,nearly_sorted,3,24090,11,0.0047733999999763,7976,0.923,0.0,99550
insertion_sort,220,nearly_sorted,3,2072,1855,0.0008562000002712,7976,0.923,0.0,99550
merge_sort,220,nearly_sorted,3,1236,1724,0.0019609999981184,7976,0.923,0.0,99550
