input_size,comparisons,swaps_or_shifts,presortedness_score,duplicate_ratio,value_range,probes,collision_count,domain,algorithm,input_condition
1270,805815.0,1260.0,0.4935,0.0063,99853.0,0.0,0.0,sorting,selection_sort,random
1270,409364.0,408107.0,0.4935,0.0063,99853.0,0.0,0.0,sorting,insertion_sort,random
1270,11531.0,13192.0,0.4935,0.0063,99853.0,0.0,0.0,sorting,merge_sort,random
1270,14546.0,9228.0,0.4935,0.0063,99853.0,0.0,0.0,sorting,quick_sort,random
1270,22315.0,11971.0,0.4935,0.0063,99853.0,0.0,0.0,sorting,heap_sort,random
1270,0.0,6350.0,0.4935,0.0063,99853.0,0.0,0.0,sorting,radix_sort,random
1280,818064.0,402685.0,0.5081,0.0039,99834.0,0.0,0.0,sorting,bubble_sort,random
1280,818560.0,1275.0,0.5081,0.0039,99834.0,0.0,0.0,sorting,selection_sort,random
1280,403958.0,402685.0,0.5081,0.0039,99834.0,0.0,0.0,sorting,insertion_sort,random
1280,11616.0,13312.0,0.5081,0.0039,99834.0,0.0,0.0,sorting,merge_sort,random
1280,14399.0,8645.0,0.5081,0.0039,99834.0,0.0,0.0,sorting,quick_sort,random
1280,22592.0,12138.0,0.5081,0.0039,99834.0,0.0,0.0,sorting,heap_sort,random
1280,0.0,6400.0,0.5081,0.0039,99834.0,0.0,0.0,sorting,radix_sort,random
1280,818559.0,405928.0,0.5041,0.0047,99883.0,0.0,0.0,sorting,bubble_sort,random
1280,818560.0,1273.0,0.5041,0.0047,99883.0,0.0,0.0,sorting,selection_sort,random
1280,407203.0,405928.0,0.5041,0.0047,99883.0,0.0,0.0,sorting,insertion_sort,random
1280,11639.0,13312.0,0.5041,0.0047,99883.0,0.0,0.0,sorting,merge_sort,random
1280,16678.0,10315.0,0.5041,0.0047,99883.0,0.0,0.0,sorting,quick_sort,random
1280,22552.0,12115.0,0.5041,0.0047,99883.0,0.0,0.0,sorting,heap_sort,random
1280,0.0,6400.0,0.5041,0.0047,99883.0,0.0,0.0,sorting,radix_sort,random
1280,817999.0,397372.0,0.5145,0.0086,99847.0,0.0,0.0,sorting,bubble_sort,random
1280,818560.0,1273.0,0.5145,0.0086,99847.0,0.0,0.0,sorting,selection_sort,random
1280,398646.0,397372.0,0.5145,0.0086,99847.0,0.0,0.0,sorting,insertion_sort,random
1280,11611.0,13312.0,0.5145,0.0086,99847.0,0.0,0.0,sorting,merge_sort,random
1280,14805.0,8725.0,0.5145,0.0086,99847.0,0.0,0.0,sorting,quick_sort,random
1280,22551.0,12103.0,0.5145,0.0086,99847.0,0.0,0.0,sorting,heap_sort,random
1280,0.0,6400.0,0.5145,0.0086,99847.0,0.0,0.0,sorting,radix_sort,random
1280,817285.0,404078.0,0.5064,0.0055,99805.0,0.0,0.0,sorting,bubble_sort,random
1280,818560.0,1271.0,0.5064,0.0055,99805.0,0.0,0.0,sorting,selection_sort,random
1280,405353.0,404078.0,0.5064,0.0055,99805.0,0.0,0.0,sorting,insertion_sort,random
1280,11589.0,13312.0,0.5064,0.0055,99805.0,0.0,0.0,sorting,merge_sort,random
1280,17045.0,8859.0,0.5064,0.0055,99805.0,0.0,0.0,sorting,quick_sort,random
1280,22545.0,12085.0,0.5064,0.0055,99805.0,0.0,0.0,sorting,heap_sort,random
1280,0.0,6400.0,0.5064,0.0055,99805.0,0.0,0.0,sorting,radix_sort,random
1280,815074.0,415000.0,0.493,0.0047,99828.0,0.0,0.0,sorting,bubble_sort,random
1280,818560.0,1273.0,0.493,0.0047,99828.0,0.0,0.0,sorting,selection_sort,random
1280,416275.0,415000.0,0.493,0.0047,99828.0,0.0,0.0,sorting,insertion_sort,random
1280,11640.0,13312.0,0.493,0.0047,99828.0,0.0,0.0,sorting,merge_sort,random
1280,14347.0,8287.0,0.493,0.0047,99828.0,0.0,0.0,sorting,quick_sort,random
1280,22552.0,12092.0,0.493,0.0047,99828.0,0.0,0.0,sorting,heap_sort,random
1280,0.0,6400.0,0.493,0.0047,99828.0,0.0,0.0,sorting,radix_sort,random
1290,831252.0,413455.0,0.5027,0.0085,99891.0,0.0,0.0,sorting,bubble_sort,random
1290,831405.0,1284.0,0.5027,0.0085,99891.0,0.0,0.0,sorting,selection_sort,random
1290,414737.0,413455.0,0.5027,0.0085,99891.0,0.0,0.0,sorting,insertion_sort,random
1290,11702.0,13432.0,0.5027,0.0085,99891.0,0.0,0.0,sorting,merge_sort,random
1290,15038.0,8575.0,0.5027,0.0085,99891.0,0.0,0.0,sorting,quick_sort,random
1290,22739.0,12217.0,0.5027,0.0085,99891.0,0.0,0.0,sorting,heap_sort,random
1290,0.0,6450.0,0.5027,0.0085,99891.0,0.0,0.0,sorting,radix_sort,random
1290,830370.0,417010.0,0.4984,0.0062,99621.0,0.0,0.0,sorting,bubble_sort,random
1290,831405.0,1284.0,0.4984,0.0062,99621.0,0.0,0.0,sorting,selection_sort,random
1290,418295.0,417010.0,0.4984,0.0062,99621.0,0.0,0.0,sorting,insertion_sort,random
1290,11739.0,13432.0,0.4984,0.0062,99621.0,0.0,0.0,sorting,merge_sort,random
1290,15091.0,8698.0,0.4984,0.0062,99621.0,0.0,0.0,sorting,quick_sort,random
1290,22736.0,12197.0,0.4984,0.0062,99621.0,0.0,0.0,sorting,heap_sort,random
1290,0.0,6450.0,0.4984,0.0062,99621.0,0.0,0.0,sorting,radix_sort,random
1290,828084.0,425222.0,0.4886,0.0078,99766.0,0.0,0.0,sorting,bubble_sort,random
1290,831405.0,1280.0,0.4886,0.0078,99766.0,0.0,0.0,sorting,selection_sort,random
1290,426506.0,425222.0,0.4886,0.0078,99766.0,0.0,0.0,sorting,insertion_sort,random
1290,11712.0,13432.0,0.4886,0.0078,99766.0,0.0,0.0,sorting,merge_sort,random
1290,14382.0,7912.0,0.4886,0.0078,99766.0,0.0,0.0,sorting,quick_sort,random
1290,22742.0,12221.0,0.4886,0.0078,99766.0,0.0,0.0,sorting,heap_sort,random
1290,0.0,6450.0,0.4886,0.0078,99766.0,0.0,0.0,sorting,radix_sort,random
1290,830877.0,426410.0,0.4871,0.0054,99878.0,0.0,0.0,sorting,bubble_sort,random
1290,831405.0,1280.0,0.4871,0.0054,99878.0,0.0,0.0,sorting,selection_sort,random
1290,427693.0,426410.0,0.4871,0.0054,99878.0,0.0,0.0,sorting,insertion_sort,random
1290,11700.0,13432.0,0.4871,0.0054,99878.0,0.0,0.0,sorting,merge_sort,random
1290,15618.0,7875.0,0.4871,0.0054,99878.0,0.0,0.0,sorting,quick_sort,random
1290,22698.0,12188.0,0.4871,0.0054,99878.0,0.0,0.0,sorting,heap_sort,random
1290,0.0,6450.0,0.4871,0.0054,99878.0,0.0,0.0,sorting,radix_sort,random
1290,828990.0,420979.0,0.4937,0.0047,99864.0,0.0,0.0,sorting,bubble_sort,random
1290,831405.0,1281.0,0.4937,0.0047,99864.0,0.0,0.0,sorting,selection_sort,random
1290,422256.0,420979.0,0.4937,0.0047,99864.0,0.0,0.0,sorting,insertion_sort,random
1290,11718.0,13432.0,0.4937,0.0047,99864.0,0.0,0.0,sorting,merge_sort,random
1290,13446.0,8015.0,0.4937,0.0047,99864.0,0.0,0.0,sorting,quick_sort,random
1290,22717.0,12217.0,0.4937,0.0047,99864.0,0.0,0.0,sorting,heap_sort,random
1290,0.0,6450.0,0.4937,0.0047,99864.0,0.0,0.0,sorting,radix_sort,random
1300,840609.0,440311.0,0.4785,0.0046,99825.0,0.0,0.0,sorting,bubble_sort,random
1300,844350.0,1290.0,0.4785,0.0046,99825.0,0.0,0.0,sorting,selection_sort,random
1300,441603.0,440311.0,0.4785,0.0046,99825.0,0.0,0.0,sorting,insertion_sort,random
1300,11826.0,13552.0,0.4785,0.0046,99825.0,0.0,0.0,sorting,merge_sort,random
1300,22921.0,12283.0,0.4785,0.0046,99825.0,0.0,0.0,sorting,heap_sort,random
1300,0.0,6500.0,0.4785,0.0046,99825.0,0.0,0.0,sorting,radix_sort,random
1300,844097.0,439640.0,0.4793,0.0046,99578.0,0.0,0.0,sorting,bubble_sort,random
1300,844350.0,1293.0,0.4793,0.0046,99578.0,0.0,0.0,sorting,selection_sort,random
1300,440933.0,439640.0,0.4793,0.0046,99578.0,0.0,0.0,sorting,insertion_sort,random
1300,11832.0,13552.0,0.4793,0.0046,99578.0,0.0,0.0,sorting,merge_sort,random
1300,22951.0,12311.0,0.4793,0.0046,99578.0,0.0,0.0,sorting,heap_sort,random
1300,0.0,6500.0,0.4793,0.0046,99578.0,0.0,0.0,sorting,radix_sort,random
1300,843822.0,416367.0,0.5069,0.0069,99825.0,0.0,0.0,sorting,bubble_sort,random
1300,844350.0,1290.0,0.5069,0.0069,99825.0,0.0,0.0,sorting,selection_sort,random
1300,417660.0,416367.0,0.5069,0.0069,99825.0,0.0,0.0,sorting,insertion_sort,random
1300,11856.0,13552.0,0.5069,0.0069,99825.0,0.0,0.0,sorting,merge_sort,random
1300,22976.0,12350.0,0.5069,0.0069,99825.0,0.0,0.0,sorting,heap_sort,random
1300,0.0,6500.0,0.5069,0.0069,99825.0,0.0,0.0,sorting,radix_sort,random
1300,843854.0,423157.0,0.4988,0.0062,99918.0,0.0,0.0,sorting,bubble_sort,random
1300,844350.0,1293.0,0.4988,0.0062,99918.0,0.0,0.0,sorting,selection_sort,random
1300,424450.0,423157.0,0.4988,0.0062,99918.0,0.0,0.0,sorting,insertion_sort,random
1300,11793.0,13552.0,0.4988,0.0062,99918.0,0.0,0.0,sorting,merge_sort,random
1300,22960.0,12327.0,0.4988,0.0062,99918.0,0.0,0.0,sorting,heap_sort,random
1300,0.0,6500.0,0.4988,0.0062,99918.0,0.0,0.0,sorting,radix_sort,random
1300,839597.0,420216.0,0.5023,0.0069,99695.0,0.0,0.0,sorting,bubble_sort,random
1300,844350.0,1295.0,0.5023,0.0069,99695.0,0.0,0.0,sorting,selection_sort,random
1300,421509.0,420216.0,0.5023,0.0069,99695.0,0.0,0.0,sorting,insertion_sort,random
1300,11851.0,13552.0,0.5023,0.0069,99695.0,0.0,0.0,sorting,merge_sort,random
1300,22976.0,12355.0,0.5023,0.0069,99695.0,0.0,0.0,sorting,heap_sort,random
1300,0.0,6500.0,0.5023,0.0069,99695.0,0.0,0.0,sorting,radix_sort,random
1310,857395.0,1303.0,0.4759,0.0023,99841.0,0.0,0.0,sorting,selection_sort,random
1310,450630.0,449326.0,0.4759,0.0023,99841.0,0.0,0.0,sorting,insertion_sort,random
1310,11903.0,13672.0,0.4759,0.0023,99841.0,0.0,0.0,sorting,merge_sort,random
1310,23123.0,12390.0,0.4759,0.0023,99841.0,0.0,0.0,sorting,heap_sort,random
1310,0.0,6550.0,0.4759,0.0023,99841.0,0.0,0.0,sorting,radix_sort,random
1310,857395.0,1308.0,0.4946,0.0076,99901.0,0.0,0.0,sorting,selection_sort,random
1310,434636.0,433337.0,0.4946,0.0076,99901.0,0.0,0.0,sorting,insertion_sort,random
1310,11885.0,13672.0,0.4946,0.0076,99901.0,0.0,0.0,sorting,merge_sort,random
1310,23121.0,12387.0,0.4946,0.0076,99901.0,0.0,0.0,sorting,heap_sort,random
1310,0.0,6550.0,0.4946,0.0076,99901.0,0.0,0.0,sorting,radix_sort,random
1310,857395.0,1301.0,0.4873,0.0069,99937.0,0.0,0.0,sorting,selection_sort,random
1310,440889.0,439588.0,0.4873,0.0069,99937.0,0.0,0.0,sorting,insertion_sort,random
1310,11936.0,13672.0,0.4873,0.0069,99937.0,0.0,0.0,sorting,merge_sort,random
1310,23154.0,12452.0,0.4873,0.0069,99937.0,0.0,0.0,sorting,heap_sort,random
1310,0.0,6550.0,0.4873,0.0069,99937.0,0.0,0.0,sorting,radix_sort,random
1310,857395.0,1299.0,0.4892,0.0084,99909.0,0.0,0.0,sorting,selection_sort,random
1310,439249.0,437945.0,0.4892,0.0084,99909.0,0.0,0.0,sorting,insertion_sort,random
1310,11925.0,13672.0,0.4892,0.0084,99909.0,0.0,0.0,sorting,merge_sort,random
1310,23148.0,12420.0,0.4892,0.0084,99909.0,0.0,0.0,sorting,heap_sort,random
1310,0.0,6550.0,0.4892,0.0084,99909.0,0.0,0.0,sorting,radix_sort,random
1310,857395.0,1300.0,0.5144,0.0099,99976.0,0.0,0.0,sorting,selection_sort,random
1310,417617.0,416312.0,0.5144,0.0099,99976.0,0.0,0.0,sorting,insertion_sort,random
1310,11936.0,13672.0,0.5144,0.0099,99976.0,0.0,0.0,sorting,merge_sort,random
1310,23153.0,12455.0,0.5144,0.0099,99976.0,0.0,0.0,sorting,heap_sort,random
1310,0.0,6550.0,0.5144,0.0099,99976.0,0.0,0.0,sorting,radix_sort,random
1320,870540.0,1316.0,0.4978,0.0061,99936.0,0.0,0.0,sorting,selection_sort,random
1320,438511.0,437200.0,0.4978,0.0061,99936.0,0.0,0.0,sorting,insertion_sort,random
1320,12063.0,13792.0,0.4978,0.0061,99936.0,0.0,0.0,sorting,merge_sort,random
1320,23330.0,12512.0,0.4978,0.0061,99936.0,0.0,0.0,sorting,heap_sort,random
1320,0.0,6600.0,0.4978,0.0061,99936.0,0.0,0.0,sorting,radix_sort,random
1320,870540.0,1316.0,0.5022,0.0106,99893.0,0.0,0.0,sorting,selection_sort,random
1320,434655.0,433343.0,0.5022,0.0106,99893.0,0.0,0.0,sorting,insertion_sort,random
1320,12027.0,13792.0,0.5022,0.0106,99893.0,0.0,0.0,sorting,merge_sort,random
1320,23397.0,12570.0,0.5022,0.0106,99893.0,0.0,0.0,sorting,heap_sort,random
1320,0.0,6600.0,0.5022,0.0106,99893.0,0.0,0.0,sorting,radix_sort,random
1320,870540.0,1311.0,0.5083,0.0076,99856.0,0.0,0.0,sorting,selection_sort,random
1320,429347.0,428037.0,0.5083,0.0076,99856.0,0.0,0.0,sorting,insertion_sort,random
1320,12047.0,13792.0,0.5083,0.0076,99856.0,0.0,0.0,sorting,merge_sort,random
1320,23359.0,12561.0,0.5083,0.0076,99856.0,0.0,0.0,sorting,heap_sort,random
1320,0.0,6600.0,0.5083,0.0076,99856.0,0.0,0.0,sorting,radix_sort,random
1320,870540.0,1308.0,0.5096,0.0083,99879.0,0.0,0.0,sorting,selection_sort,random
1320,428259.0,426950.0,0.5096,0.0083,99879.0,0.0,0.0,sorting,insertion_sort,random
1320,12052.0,13792.0,0.5096,0.0083,99879.0,0.0,0.0,sorting,merge_sort,random
1320,23373.0,12541.0,0.5096,0.0083,99879.0,0.0,0.0,sorting,heap_sort,random
1320,0.0,6600.0,0.5096,0.0083,99879.0,0.0,0.0,sorting,radix_sort,random
1320,870540.0,1309.0,0.5034,0.0083,99837.0,0.0,0.0,sorting,selection_sort,random
1320,433617.0,432306.0,0.5034,0.0083,99837.0,0.0,0.0,sorting,insertion_sort,random
1320,12070.0,13792.0,0.5034,0.0083,99837.0,0.0,0.0,sorting,merge_sort,random
1320,23394.0,12560.0,0.5034,0.0083,99837.0,0.0,0.0,sorting,heap_sort,random
1320,0.0,6600.0,0.5034,0.0083,99837.0,0.0,0.0,sorting,radix_sort,random
1330,883575.0,443407.0,0.4983,0.0075,99951.0,0.0,0.0,sorting,bubble_sort,random
1330,883785.0,1322.0,0.4983,0.0075,99951.0,0.0,0.0,sorting,selection_sort,random
1330,444725.0,443407.0,0.4983,0.0075,99951.0,0.0,0.0,sorting,insertion_sort,random
1330,16249.0,10065.0,0.4983,0.0075,99951.0,0.0,0.0,sorting,quick_sort,random
1330,23549.0,12629.0,0.4983,0.0075,99951.0,0.0,0.0,sorting,heap_sort,random
1330,0.0,6650.0,0.4983,0.0075,99951.0,0.0,0.0,sorting,radix_sort,random
1330,881084.0,432908.0,0.5102,0.0075,99914.0,0.0,0.0,sorting,bubble_sort,random
1330,883785.0,1323.0,0.5102,0.0075,99914.0,0.0,0.0,sorting,selection_sort,random
1330,434228.0,432908.0,0.5102,0.0075,99914.0,0.0,0.0,sorting,insertion_sort,random
1330,17569.0,10913.0,0.5102,0.0075,99914.0,0.0,0.0,sorting,quick_sort,random
1330,23597.0,12693.0,0.5102,0.0075,99914.0,0.0,0.0,sorting,heap_sort,random
1330,0.0,6650.0,0.5102,0.0075,99914.0,0.0,0.0,sorting,radix_sort,random
1330,883554.0,436133.0,0.5065,0.006,99826.0,0.0,0.0,sorting,bubble_sort,random
1330,883785.0,1320.0,0.5065,0.006,99826.0,0.0,0.0,sorting,selection_sort,random
1330,437454.0,436133.0,0.5065,0.006,99826.0,0.0,0.0,sorting,insertion_sort,random
1330,17602.0,9391.0,0.5065,0.006,99826.0,0.0,0.0,sorting,quick_sort,random
1330,23546.0,12673.0,0.5065,0.006,99826.0,0.0,0.0,sorting,heap_sort,random
1330,0.0,6650.0,0.5065,0.006,99826.0,0.0,0.0,sorting,radix_sort,random
1330,883460.0,449819.0,0.491,0.0068,99857.0,0.0,0.0,sorting,bubble_sort,random
1330,883785.0,1326.0,0.491,0.0068,99857.0,0.0,0.0,sorting,selection_sort,random
1330,451142.0,449819.0,0.491,0.0068,99857.0,0.0,0.0,sorting,insertion_sort,random
1330,14034.0,8125.0,0.491,0.0068,99857.0,0.0,0.0,sorting,quick_sort,random
1330,23515.0,12611.0,0.491,0.0068,99857.0,0.0,0.0,sorting,heap_sort,random
1330,0.0,6650.0,0.491,0.0068,99857.0,0.0,0.0,sorting,radix_sort,random
1330,883257.0,436373.0,0.5062,0.0045,99778.0,0.0,0.0,sorting,bubble_sort,random
1330,883785.0,1325.0,0.5062,0.0045,99778.0,0.0,0.0,sorting,selection_sort,random
1330,437700.0,436373.0,0.5062,0.0045,99778.0,0.0,0.0,sorting,insertion_sort,random
1330,15031.0,8794.0,0.5062,0.0045,99778.0,0.0,0.0,sorting,quick_sort,random
1330,23607.0,12669.0,0.5062,0.0045,99778.0,0.0,0.0,sorting,heap_sort,random
1330,0.0,6650.0,0.5062,0.0045,99778.0,0.0,0.0,sorting,radix_sort,random
1340,896350.0,456792.0,0.4908,0.009,99979.0,0.0,0.0,sorting,bubble_sort,random
1340,897130.0,1331.0,0.4908,0.009,99979.0,0.0,0.0,sorting,selection_sort,random
1340,12250.0,14032.0,0.4908,0.009,99979.0,0.0,0.0,sorting,merge_sort,random
1340,15061.0,9284.0,0.4908,0.009,99979.0,0.0,0.0,sorting,quick_sort,random
1340,23729.0,12719.0,0.4908,0.009,99979.0,0.0,0.0,sorting,heap_sort,random
1340,0.0,6700.0,0.4908,0.009,99979.0,0.0,0.0,sorting,radix_sort,random
1340,896095.0,457074.0,0.4905,0.0067,99896.0,0.0,0.0,sorting,bubble_sort,random
1340,897130.0,1330.0,0.4905,0.0067,99896.0,0.0,0.0,sorting,selection_sort,random
1340,12255.0,14032.0,0.4905,0.0067,99896.0,0.0,0.0,sorting,merge_sort,random
1340,15986.0,9631.0,0.4905,0.0067,99896.0,0.0,0.0,sorting,quick_sort,random
1340,23761.0,12713.0,0.4905,0.0067,99896.0,0.0,0.0,sorting,heap_sort,random
1340,0.0,6700.0,0.4905,0.0067,99896.0,0.0,0.0,sorting,radix_sort,random
1340,896602.0,447448.0,0.5012,0.0097,99930.0,0.0,0.0,sorting,bubble_sort,random
1340,897130.0,1332.0,0.5012,0.0097,99930.0,0.0,0.0,sorting,selection_sort,random
1340,12246.0,14032.0,0.5012,0.0097,99930.0,0.0,0.0,sorting,merge_sort,random
1340,14778.0,8531.0,0.5012,0.0097,99930.0,0.0,0.0,sorting,quick_sort,random
1340,23792.0,12765.0,0.5012,0.0097,99930.0,0.0,0.0,sorting,heap_sort,random
1340,0.0,6700.0,0.5012,0.0097,99930.0,0.0,0.0,sorting,radix_sort,random
1340,897075.0,446338.0,0.5025,0.0097,99886.0,0.0,0.0,sorting,bubble_sort,random
1340,897130.0,1334.0,0.5025,0.0097,99886.0,0.0,0.0,sorting,selection_sort,random
1340,12250.0,14032.0,0.5025,0.0097,99886.0,0.0,0.0,sorting,merge_sort,random
1340,14407.0,8371.0,0.5025,0.0097,99886.0,0.0,0.0,sorting,quick_sort,random
1340,23847.0,12812.0,0.5025,0.0097,99886.0,0.0,0.0,sorting,heap_sort,random
1340,0.0,6700.0,0.5025,0.0097,99886.0,0.0,0.0,sorting,radix_sort,random
1340,896920.0,450096.0,0.4983,0.0104,99960.0,0.0,0.0,sorting,bubble_sort,random
1340,897130.0,1329.0,0.4983,0.0104,99960.0,0.0,0.0,sorting,selection_sort,random
1340,12226.0,14032.0,0.4983,0.0104,99960.0,0.0,0.0,sorting,merge_sort,random
1340,16535.0,9840.0,0.4983,0.0104,99960.0,0.0,0.0,sorting,quick_sort,random
1340,23799.0,12781.0,0.4983,0.0104,99960.0,0.0,0.0,sorting,heap_sort,random
1340,0.0,6700.0,0.4983,0.0104,99960.0,0.0,0.0,sorting,radix_sort,random
1350,909980.0,443453.0,0.513,0.0067,99885.0,0.0,0.0,sorting,bubble_sort,random
1350,910575.0,1345.0,0.513,0.0067,99885.0,0.0,0.0,sorting,selection_sort,random
1350,444793.0,443453.0,0.513,0.0067,99885.0,0.0,0.0,sorting,insertion_sort,random
1350,12354.0,14152.0,0.513,0.0067,99885.0,0.0,0.0,sorting,merge_sort,random
1350,16302.0,9427.0,0.513,0.0067,99885.0,0.0,0.0,sorting,quick_sort,random
1350,23974.0,12870.0,0.513,0.0067,99885.0,0.0,0.0,sorting,heap_sort,random
1350,0.0,6750.0,0.513,0.0067,99885.0,0.0,0.0,sorting,radix_sort,random
1350,909714.0,447954.0,0.5081,0.0052,99885.0,0.0,0.0,sorting,bubble_sort,random
1350,910575.0,1341.0,0.5081,0.0052,99885.0,0.0,0.0,sorting,selection_sort,random
1350,449295.0,447954.0,0.5081,0.0052,99885.0,0.0,0.0,sorting,insertion_sort,random
1350,12384.0,14152.0,0.5081,0.0052,99885.0,0.0,0.0,sorting,merge_sort,random
1350,16098.0,8972.0,0.5081,0.0052,99885.0,0.0,0.0,sorting,quick_sort,random
1350,24037.0,12912.0,0.5081,0.0052,99885.0,0.0,0.0,sorting,heap_sort,random
1350,0.0,6750.0,0.5081,0.0052,99885.0,0.0,0.0,sorting,radix_sort,random
1350,909795.0,460266.0,0.4945,0.0089,99941.0,0.0,0.0,sorting,bubble_sort,random
1350,910575.0,1339.0,0.4945,0.0089,99941.0,0.0,0.0,sorting,selection_sort,random
1350,461610.0,460266.0,0.4945,0.0089,99941.0,0.0,0.0,sorting,insertion_sort,random
1350,12388.0,14152.0,0.4945,0.0089,99941.0,0.0,0.0,sorting,merge_sort,random
1350,15344.0,9184.0,0.4945,0.0089,99941.0,0.0,0.0,sorting,quick_sort,random
1350,24014.0,12898.0,0.4945,0.0089,99941.0,0.0,0.0,sorting,heap_sort,random
1350,0.0,6750.0,0.4945,0.0089,99941.0,0.0,0.0,sorting,radix_sort,random
1350,910299.0,452590.0,0.503,0.0081,99947.0,0.0,0.0,sorting,bubble_sort,random
1350,910575.0,1340.0,0.503,0.0081,99947.0,0.0,0.0,sorting,selection_sort,random
1350,453931.0,452590.0,0.503,0.0081,99947.0,0.0,0.0,sorting,insertion_sort,random
1350,12343.0,14152.0,0.503,0.0081,99947.0,0.0,0.0,sorting,merge_sort,random
1350,15754.0,8589.0,0.503,0.0081,99947.0,0.0,0.0,sorting,quick_sort,random
1350,23992.0,12886.0,0.503,0.0081,99947.0,0.0,0.0,sorting,heap_sort,random
1350,0.0,6750.0,0.503,0.0081,99947.0,0.0,0.0,sorting,radix_sort,random
1350,910047.0,457377.0,0.4977,0.0067,99906.0,0.0,0.0,sorting,bubble_sort,random
1350,910575.0,1342.0,0.4977,0.0067,99906.0,0.0,0.0,sorting,selection_sort,random
1350,458718.0,457377.0,0.4977,0.0067,99906.0,0.0,0.0,sorting,insertion_sort,random
1350,12365.0,14152.0,0.4977,0.0067,99906.0,0.0,0.0,sorting,merge_sort,random
1350,16561.0,9887.0,0.4977,0.0067,99906.0,0.0,0.0,sorting,quick_sort,random
1350,24019.0,12919.0,0.4977,0.0067,99906.0,0.0,0.0,sorting,heap_sort,random
1350,0.0,6750.0,0.4977,0.0067,99906.0,0.0,0.0,sorting,radix_sort,random
1360,922845.0,473576.0,0.4875,0.0044,99600.0,0.0,0.0,sorting,bubble_sort,random
1360,924120.0,1354.0,0.4875,0.0044,99600.0,0.0,0.0,sorting,selection_sort,random
1360,474929.0,473576.0,0.4875,0.0044,99600.0,0.0,0.0,sorting,insertion_sort,random
1360,12442.0,14272.0,0.4875,0.0044,99600.0,0.0,0.0,sorting,merge_sort,random
1360,15036.0,8587.0,0.4875,0.0044,99600.0,0.0,0.0,sorting,quick_sort,random
1360,24194.0,13011.0,0.4875,0.0044,99600.0,0.0,0.0,sorting,heap_sort,random
1360,0.0,6800.0,0.4875,0.0044,99600.0,0.0,0.0,sorting,radix_sort,random
1360,923844.0,459814.0,0.5024,0.0081,99785.0,0.0,0.0,sorting,bubble_sort,random
1360,924120.0,1348.0,0.5024,0.0081,99785.0,0.0,0.0,sorting,selection_sort,random
1360,461164.0,459814.0,0.5024,0.0081,99785.0,0.0,0.0,sorting,insertion_sort,random
1360,12458.0,14272.0,0.5024,0.0081,99785.0,0.0,0.0,sorting,merge_sort,random
1360,15532.0,7509.0,0.5024,0.0081,99785.0,0.0,0.0,sorting,quick_sort,random
1360,24206.0,13011.0,0.5024,0.0081,99785.0,0.0,0.0,sorting,heap_sort,random
1360,0.0,6800.0,0.5024,0.0081,99785.0,0.0,0.0,sorting,radix_sort,random
1360,922992.0,457933.0,0.5045,0.0059,99742.0,0.0,0.0,sorting,bubble_sort,random
1360,924120.0,1351.0,0.5045,0.0059,99742.0,0.0,0.0,sorting,selection_sort,random
1360,459284.0,457933.0,0.5045,0.0059,99742.0,0.0,0.0,sorting,insertion_sort,random
1360,12459.0,14272.0,0.5045,0.0059,99742.0,0.0,0.0,sorting,merge_sort,random
1360,16924.0,7570.0,0.5045,0.0059,99742.0,0.0,0.0,sorting,quick_sort,random
1360,24231.0,13029.0,0.5045,0.0059,99742.0,0.0,0.0,sorting,heap_sort,random
1360,0.0,6800.0,0.5045,0.0059,99742.0,0.0,0.0,sorting,radix_sort,random
1360,921635.0,458463.0,0.5039,0.0088,99925.0,0.0,0.0,sorting,bubble_sort,random
1360,924120.0,1354.0,0.5039,0.0088,99925.0,0.0,0.0,sorting,selection_sort,random
1360,459816.0,458463.0,0.5039,0.0088,99925.0,0.0,0.0,sorting,insertion_sort,random
1360,12477.0,14272.0,0.5039,0.0088,99925.0,0.0,0.0,sorting,merge_sort,random
1360,13881.0,7725.0,0.5039,0.0088,99925.0,0.0,0.0,sorting,quick_sort,random
1360,24193.0,12981.0,0.5039,0.0088,99925.0,0.0,0.0,sorting,heap_sort,random
1360,0.0,6800.0,0.5039,0.0088,99925.0,0.0,0.0,sorting,radix_sort,random
1360,923930.0,466483.0,0.4952,0.0066,99731.0,0.0,0.0,sorting,bubble_sort,random
1360,924120.0,1354.0,0.4952,0.0066,99731.0,0.0,0.0,sorting,selection_sort,random
1360,467836.0,466483.0,0.4952,0.0066,99731.0,0.0,0.0,sorting,insertion_sort,random
1360,12476.0,14272.0,0.4952,0.0066,99731.0,0.0,0.0,sorting,merge_sort,random
1360,16984.0,11226.0,0.4952,0.0066,99731.0,0.0,0.0,sorting,quick_sort,random
1360,24220.0,13028.0,0.4952,0.0066,99731.0,0.0,0.0,sorting,heap_sort,random
1360,0.0,6800.0,0.4952,0.0066,99731.0,0.0,0.0,sorting,radix_sort,random
1370,937660.0,463471.0,0.5058,0.0058,99969.0,0.0,0.0,sorting,bubble_sort,random
1370,937765.0,1364.0,0.5058,0.0058,99969.0,0.0,0.0,sorting,selection_sort,random
1370,464831.0,463471.0,0.5058,0.0058,99969.0,0.0,0.0,sorting,insertion_sort,random
1370,17468.0,10364.0,0.5058,0.0058,99969.0,0.0,0.0,sorting,quick_sort,random
